Node,SIR
2350,389.062
2764,488.665
3052,387.581
2354,368.852
2351,427.177
2907,422.129
2448,500.503
2828,319.285
3003,480.202
2353,330.366
2905,321.079
2356,397.852
2355,356.651
3139,182.986
2911,455.989
3000,438.291
2792,422.907
2357,332.475
2913,321.478
2363,335.653
2360,353.003
2548,373.649
2358,294.038
2359,426.308
2915,429.623
2917,362.139
2916,357.847
2717,444.454
2712,381.739
2361,479.611
2878,459.082
2583,431.15
3074,481.18
2938,461.043
2877,499.535
2362,444.853
3075,439.763
2489,461.077
2880,428.317
2547,346.39
2364,332.606
2554,395.771
2493,303.876
2684,388.087
2365,459.469
2443,439.52
2781,465.96
2601,451.286
2602,487.492
2654,486.326
2366,2.233
2826,2.286
2732,2.205
2367,225.509
2739,439.979
2368,322.674
2589,294.265
2369,320.753
3129,487.739
2500,456.02
2372,477.901
2720,503.104
2856,506.711
2722,493.363
2471,416.359
2871,410.143
2373,497.81
2457,481.116
2847,494.298
2420,427.77
2889,371.893
2898,463.339
2901,366.991
2374,415.695
2696,450.094
2476,441.904
2376,409.805
2377,434.684
2731,377.802
2375,442.346
2539,484.828
2647,355.616
2887,469.071
2378,411.746
2588,449.435
2986,503.749
2987,394.521
2379,489.034
2735,448.853
2409,412.95
2543,406.997
2479,472.416
2909,394.045
2380,189.516
2540,373.66
2748,83.862
2381,459.721
2636,488.552
3095,491.477
3035,484.76
3037,486.385
2382,467.439
2437,414.202
2541,422.42
2436,479.038
2926,471.953
2383,447.342
2414,423.385
2477,466.793
2638,387.066
2707,330.622
3097,485.415
2384,413.637
2478,409.377
2385,492.333
3093,504.075
2840,457.863
3102,491.251
3103,444.271
2432,475.395
2839,396.203
3105,496.896
2386,495.296
2920,498.062
2919,501.714
2387,505.096
3013,495.516
2923,497.602
2918,495.198
2427,451.547
3107,497.961
2640,490.963
2411,504.283
2428,465.994
2921,489.561
3016,500.871
2388,1.497
2434,1.526
2389,226.364
2523,461.735
2390,76.559
2632,42.266
2993,155.083
2391,74.731
2642,161.289
2392,438.165
3066,218.14
2927,432.679
2653,418.053
3032,324.628
2393,481.292
2415,424.461
2967,503.458
2485,425.747
2394,312.37
3073,316.225
2439,256.808
2755,224.176
2630,416.88
2395,208.801
2937,202.148
2525,154.046
2503,245.099
3019,207.71
2396,306.523
3028,245.832
2459,351.502
2934,379.404
2397,329.799
2435,425.616
2398,325.183
2413,321.222
2665,257.368
2399,363.6
2426,435.577
2400,471.339
2429,284.424
2808,500.923
2401,290.192
2402,407.126
2699,346.029
2988,400.48
2576,479.77
2531,327.203
2664,195.511
2787,353.853
2989,334.374
2403,158.978
2407,76.637
2469,347.823
2404,303.48
2801,226.155
2977,395.363
2657,376.639
2405,337.281
2430,321.622
2470,279.305
2433,273.136
2473,252.832
2408,291.553
3098,294.3
2591,201.353
3059,376.852
2753,458.244
2410,391.413
3071,411.541
3007,395.789
3063,407.328
2417,397.601
2528,405.442
2798,392.501
2835,405.212
2412,446.941
2981,498.301
3017,149.165
2416,420.976
2830,500.035
2558,316.551
2663,357.468
2418,474.532
2884,470.6
2537,412.034
3002,368.939
2422,490.286
2419,236.831
2421,182.853
2670,199.195
2482,278.104
2799,492.841
2424,369.298
2572,321.768
2571,362.8
2646,315.96
2425,298.533
2953,198.748
2567,312.284
3137,453.509
2894,461.937
2438,222.223
2860,305.845
2904,328.393
2606,464.929
2431,323.198
2972,344.704
2718,315.777
3109,484.576
2667,501.116
2978,394.12
2522,452.088
2873,408.554
3038,192.538
2440,330.468
2441,415.328
2662,470.001
2807,470.358
2928,294.403
3027,488.257
2442,1.485
2843,1.503
2935,228.25
2444,406.053
2637,388.296
2530,467.427
2675,332.959
2680,289.636
2681,276.992
3023,359.218
2445,293.993
2532,363.176
2446,290.702
2555,161.096
2556,207.125
2566,242.002
2447,419.763
2867,489.538
2960,326.13
2963,307.001
2876,242.848
3126,492.872
2449,182.592
2475,370.617
2450,315.493
3128,440.221
3132,405.702
2451,375.561
2800,507.309
2925,505.949
2452,494.326
2453,378.764
2692,492.839
2514,443.776
2759,467.175
2761,364.295
2762,485.281
2763,362.599
3041,470.846
2454,430.431
2455,276.49
2846,493.966
2845,497.014
2819,132.405
2456,277.401
2803,499.991
2726,468.926
2458,272.518
2656,339.874
2524,313.244
2652,275.856
2668,333.453
2460,182.949
3014,393.848
2461,295.265
2618,342.62
2462,343.923
2864,407.872
2463,213.617
2464,301.523
2538,153.085
2465,395.211
2467,312.044
2659,455.394
2466,249.393
2468,192.159
2750,491.864
2582,405.751
2472,328.378
2483,386.12
2474,30.52
2585,36.955
2586,41.269
2629,247.738
2674,352.823
2676,329.753
3079,390.806
2870,437.989
2766,471.477
3047,311.604
3118,340.785
2853,414.215
2725,310.843
2985,486.461
2990,456.382
2643,343.157
2480,337.762
2545,391.044
2481,53.755
3015,107.394
2772,465.93
2767,469.515
2484,161.714
3106,473.096
3058,373.196
2486,395.037
2628,395.216
2619,265.918
3081,353.223
2723,416.936
2487,229.194
2777,356.975
2506,236.029
2488,229.017
2900,468.974
2491,415.839
2490,298.035
2961,328.973
2939,463.651
2492,382.854
2964,407.584
2715,302.847
3060,470.439
2858,313.762
2494,462.775
