Node,SIR
2350,571.525
2764,620.448
3052,560.0
2354,570.961
2351,603.141
2907,595.229
2448,625.12
2828,519.522
3003,619.412
2353,552.395
2905,529.769
2356,591.048
2355,568.174
3139,363.966
2911,615.436
3000,605.837
2792,604.967
2357,562.104
2913,530.713
2363,574.54
2360,566.815
2548,588.922
2358,511.55
2359,608.227
2915,603.353
2917,557.221
2916,579.02
2717,609.147
2712,568.016
2361,620.888
2878,613.427
2583,605.095
3074,620.673
2938,614.053
2877,624.457
2362,600.951
3075,610.827
2489,617.78
2880,603.731
2547,573.229
2364,568.905
2554,601.848
2493,546.475
2684,597.721
2365,620.342
2443,610.332
2781,618.566
2601,610.726
2602,622.385
2654,623.067
2366,2.561
2826,2.559
2732,2.527
2367,382.031
2739,595.406
2368,535.248
2589,493.473
2369,513.009
3129,624.42
2500,613.026
2372,622.005
2720,624.626
2856,624.82
2722,618.87
2471,582.271
2871,582.311
2373,623.57
2457,619.554
2847,622.834
2420,584.836
2889,534.631
2898,610.74
2901,545.516
2374,615.196
2696,616.322
2476,615.979
2376,602.488
2377,615.531
2731,589.457
2375,607.927
2539,623.418
2647,546.863
2887,617.06
2378,582.206
2588,611.738
2986,624.264
2987,575.931
2379,624.456
2735,608.295
2409,585.189
2543,564.079
2479,621.384
2909,573.18
2380,332.702
2540,569.747
2748,220.912
2381,614.287
2636,624.874
3095,623.834
3035,623.183
3037,622.256
2382,616.292
2437,586.201
2541,591.041
2436,622.527
2926,621.716
2383,606.812
2414,592.883
2477,620.635
2638,573.774
2707,519.863
3097,621.555
2384,585.323
2478,598.903
2385,623.836
3093,624.045
2840,608.451
3102,622.614
3103,600.847
2432,616.96
2839,585.628
3105,622.796
2386,623.172
2920,624.834
2919,624.479
2387,625.043
3013,624.113
2923,620.045
2918,623.779
2427,607.503
3107,624.481
2640,621.17
2411,624.278
2428,609.922
2921,624.566
3016,624.33
2388,1.613
2434,1.623
2389,385.014
2523,615.83
2390,166.163
2632,122.694
2993,314.204
2391,187.072
2642,309.272
2392,613.541
3066,372.857
2927,588.328
2653,584.381
3032,516.597
2393,617.967
2415,594.032
2967,624.99
2485,608.531
2394,550.625
3073,561.471
2439,507.65
2755,462.945
2630,601.211
2395,435.553
2937,417.995
2525,378.601
2503,458.131
3019,457.4
2396,547.71
3028,457.737
2459,578.164
2934,600.334
2397,536.609
2435,609.85
2398,533.366
2413,511.989
2665,465.489
2399,547.965
2426,604.128
2400,615.18
2429,495.254
2808,624.307
2401,491.904
2402,600.499
2699,536.669
2988,593.198
2576,619.928
2531,552.384
2664,368.55
2787,552.191
2989,554.599
2403,320.458
2407,204.309
2469,542.622
2404,529.74
2801,459.213
2977,605.342
2657,594.154
2405,547.504
2430,537.351
2470,507.972
2433,503.914
2473,460.18
2408,502.193
3098,504.777
2591,414.635
3059,582.53
2753,619.948
2410,601.801
3071,599.573
3007,603.28
3063,606.184
2417,596.481
2528,603.42
2798,591.039
2835,573.547
2412,586.176
2981,625.021
3017,318.965
2416,594.445
2830,624.847
2558,509.471
2663,567.824
2418,618.069
2884,610.992
2537,596.583
3002,552.438
2422,621.348
2419,381.401
2421,384.095
2670,422.032
2482,499.077
2799,621.445
2424,582.541
2572,543.283
2571,570.154
2646,547.881
2425,516.302
2953,414.261
2567,547.948
3137,608.158
2894,611.691
2438,380.436
2860,534.151
2904,532.865
2606,614.185
2431,507.492
2972,584.058
2718,500.6
3109,622.905
2667,625.012
2978,571.814
2522,609.757
2873,577.486
3038,435.978
2440,517.73
2441,580.823
2662,619.564
2807,619.921
2928,481.316
3027,623.752
2442,1.607
2843,1.65
2935,375.499
2444,599.451
2637,596.541
2530,610.792
2675,521.891
2680,528.466
2681,485.185
3023,575.228
2445,543.327
2532,582.028
2446,519.923
2555,329.444
2556,445.626
2566,494.164
2447,610.437
2867,621.607
2960,567.882
2963,530.386
2876,372.615
3126,623.997
2449,362.067
2475,588.712
2450,510.762
3128,605.363
3132,559.689
2451,526.024
2800,624.835
2925,624.349
2452,623.607
2453,524.153
2692,624.156
2514,601.318
2759,617.809
2761,539.979
2762,621.176
2763,519.211
3041,620.111
2454,595.234
2455,450.57
2846,623.029
2845,624.295
2819,285.064
2456,475.328
2803,624.083
2726,614.034
2458,509.015
2656,563.904
2524,558.725
2652,530.841
2668,569.711
2460,355.974
3014,566.412
2461,477.037
2618,537.168
2462,509.935
2864,571.883
2463,358.25
2464,501.473
2538,325.898
2465,581.06
2467,506.089
2659,612.724
2466,457.037
2468,362.448
2750,625.233
2582,597.406
2472,542.435
2483,582.703
2474,147.428
2585,138.387
2586,162.353
2629,475.714
2674,577.877
2676,548.943
3079,586.09
2870,604.35
2766,616.593
3047,489.886
3118,521.015
2853,599.738
2725,503.871
2985,623.607
2990,610.01
2643,524.989
2480,521.225
2545,590.83
2481,179.16
3015,250.898
2772,616.62
2767,618.732
2484,321.461
3106,618.769
3058,568.02
2486,608.937
2628,599.108
2619,498.231
3081,560.562
2723,608.74
2487,437.165
2777,559.868
2506,446.244
2488,402.731
2900,618.213
2491,573.226
2490,515.412
2961,560.935
2939,611.82
2492,593.23
2964,611.267
2715,504.959
3060,621.06
2858,537.574
2494,619.349
3120,613.381
2495,576.319
2570,501.184
3064,530.177
2711,587.423
2496,612.707
3114,610.868
3112,621.776
3062,622.934
2497,589.869
2499,538.916
2635,571.126
2498,321.941
2823,442.043
2983,582.152
2980,624.472
2501,551.188
2824,619.667
3133,609.327
2714,520.732
2893,348.918
2502,339.597
2504,287.02
2505,310.017
2794,360.063
2862,530.021
2507,365.121
2861,232.741
2508,486.909
2906,290.015
2908,571.758
2509,430.446
2857,261.212
2709,536.037
2903,412.973
2510,272.419
2512,348.394
2912,261.466
2511,573.895
2814,585.788
2519,515.958
2594,485.911
3046,565.943
2513,480.379
2517,616.053
2786,431.64
2605,489.454
2951,512.214
2747,609.57
2945,464.71
2520,485.333
3072,533.606
2521,605.61
2844,591.388
3094,622.416
2979,624.661
2855,610.586
2757,563.1
2949,513.584
2810,546.163
2526,317.731
3008,497.487
2783,496.565
2679,576.114
2533,508.087
2534,332.699
2535,522.769
2536,603.882
2788,589.402
2790,579.081
2587,599.581
2852,599.489
2741,593.051
2737,614.952
2821,513.212
2620,499.66
2621,549.558
3108,620.819
2542,220.583
2553,354.114
2544,594.974
2596,516.029
2597,587.2
2549,534.386
2631,545.584
2603,583.486
2550,623.684
2797,623.069
2914,618.248
2551,513.453
2552,548.26
3123,455.304
2815,558.681
2557,226.71
2600,586.093
3092,594.34
3124,598.215
3135,588.806
2559,345.417
2560,494.495
2561,486.587
2746,598.74
2562,538.854
2883,566.805
2778,602.427
2563,589.219
2793,604.206
2564,404.402
3024,351.492
2565,298.715
2773,320.757
2673,382.887
2568,430.788
2805,441.972
3116,515.331
2569,1.6
2825,1.618
2701,543.73
2581,479.674
2573,565.971
2575,574.267
3005,617.614
2595,622.767
3111,538.885
3121,621.783
2578,516.76
2740,607.813
2579,510.625
2969,566.45
2580,572.197
3020,497.037
2584,491.609
2874,526.663
2859,442.983
2811,134.44
3045,187.49
3076,176.228
2627,596.844
2789,588.249
2791,595.963
2795,513.91
2593,503.035
2590,457.114
2592,540.33
2634,551.878
2599,562.316
2598,493.107
3125,618.139
2827,569.258
2965,612.86
3055,540.744
3087,588.626
2710,588.984
3084,620.325
2604,396.097
3034,552.158
2607,350.088
2749,609.568
2608,228.376
2738,408.999
2609,398.794
2784,427.757
2615,365.717
2611,417.633
2610,473.583
2614,481.219
2655,578.832
2612,395.837
2613,423.539
2687,438.49
2995,262.909
2616,613.756
2958,598.889
2617,526.988
2942,518.457
3096,621.917
3012,519.128
3006,552.321
2678,504.734
2780,460.779
2622,391.74
2922,615.147
2623,621.903
2685,624.721
2666,616.375
2624,620.045
2625,580.143
2896,397.962
2706,440.76
3039,525.68
2633,260.068
2730,483.822
3099,611.813
3068,390.905
2641,511.573
3110,605.411
2644,542.641
2645,568.231
2872,493.388
2648,564.833
2649,572.68
3088,547.918
2869,555.256
2650,562.733
2651,564.617
2975,598.267
2661,585.175
2689,619.3
2971,555.002
2822,353.635
3026,548.248
2973,561.731
2658,357.534
2660,581.02
2974,577.143
2930,585.901
2727,519.406
2686,557.132
2728,380.159
2895,396.218
3070,382.811
2669,170.463
2892,242.771
2850,523.823
2671,377.152
2997,595.766
3001,236.454
2672,353.444
2677,613.222
3031,600.266
2683,603.269
2734,576.634
2736,572.63
2820,558.297
2688,381.248
2697,616.749
2806,607.348
2690,609.005
2693,607.567
2691,621.972
3122,618.015
3119,533.735
2758,622.302
2756,624.231
2694,495.878
2695,622.254
2865,542.288
2863,537.704
2899,543.217
2770,583.916
2771,414.351
2698,593.274
3115,564.012
2760,550.904
2700,527.719
2842,437.726
2703,458.157
2704,553.737
2705,500.262
2702,579.447
2943,480.852
3030,565.113
3057,568.588
2708,514.822
3089,560.301
2769,474.596
2716,531.137
2719,572.239
3043,398.075
2729,345.494
3050,506.146
2804,625.55
2902,565.509
2724,450.782
2743,408.769
2931,597.391
3036,220.962
2733,577.068
2868,430.215
2745,598.74
3025,581.147
2742,495.378
2991,464.387
2744,584.218
3021,434.411
3022,576.174
3053,554.396
2752,379.771
2754,583.124
3042,346.537
2768,621.169
2775,617.753
3040,383.279
2774,618.156
2779,531.411
2982,570.06
2776,550.769
3104,559.399
3065,364.751
3117,558.503
3029,459.688
3033,412.012
2940,454.988
2785,259.419
2848,529.574
2952,529.88
2796,610.208
2933,605.231
2809,607.496
2994,496.457
2802,621.843
2831,604.758
2924,617.711
3049,584.58
2816,326.196
3054,549.167
2818,382.874
3048,304.813
2885,384.957
2829,311.06
3010,492.674
2832,605.043
2833,383.491
2836,559.373
2837,494.461
2838,393.726
3100,558.239
3044,280.865
2854,559.074
2849,1.615
2992,1.602
2851,307.615
2976,518.046
2936,388.039
3011,347.852
2890,510.885
3091,544.641
2875,384.388
2881,583.392
2996,510.864
2879,513.017
2882,603.621
3130,619.841
2886,502.008
3101,563.94
2888,380.039
2891,242.423
2897,220.215
2957,391.947
2950,455.948
2956,534.435
2910,481.044
2929,559.288
