Node,SIR
0,564.527
741,562.808
163,565.706
537,547.351
425,556.918
538,547.464
630,564.693
742,565.277
749,564.843
1,489.731
556,564.487
194,440.306
273,388.799
574,438.747
2,562.829
164,560.234
423,543.688
764,529.988
535,558.909
421,523.365
487,559.796
3,320.537
728,318.252
27,453.592
4,468.977
427,388.157
429,464.624
5,442.607
430,537.947
6,372.18
419,229.998
582,471.114
200,418.146
7,515.353
581,549.729
424,522.254
592,499.962
8,500.009
588,480.567
647,500.442
497,489.972
436,453.028
434,456.762
10,453.739
91,484.473
9,524.78
337,473.749
251,302.936
438,560.945
249,556.257
725,407.364
11,473.809
32,431.202
33,552.12
12,400.143
599,522.024
272,486.554
13,274.617
317,457.494
14,108.712
522,203.849
15,89.12
539,136.601
471,42.184
16,565.236
494,564.278
490,563.149
25,565.245
454,551.883
24,565.594
493,562.452
481,533.885
491,561.403
17,461.201
201,538.607
275,248.023
18,494.888
31,532.353
529,507.573
483,494.179
19,370.974
453,501.519
381,419.294
20,416.481
22,407.861
608,369.672
460,550.364
21,260.332
549,461.891
489,538.826
321,460.246
614,564.189
615,560.666
212,565.692
53,565.545
213,561.703
762,565.533
573,562.801
492,470.538
26,481.482
431,410.825
595,510.083
659,560.599
28,228.894
406,399.185
30,197.999
92,201.137
417,215.173
724,198.296
586,559.412
156,558.197
260,557.859
255,408.319
123,250.596
661,453.373
668,549.058
128,559.523
329,548.67
37,559.167
407,541.747
34,232.879
182,412.339
35,551.96
43,543.885
115,527.69
354,539.95
639,549.808
680,551.758
36,441.499
257,463.486
180,504.261
293,555.902
336,466.482
372,510.972
518,517.068
704,441.869
38,456.635
541,556.804
679,539.231
39,481.208
664,333.956
295,336.465
246,563.835
324,562.24
40,445.234
402,483.971
325,547.39
41,547.928
394,562.263
650,422.979
301,535.881
302,485.902
697,481.396
42,542.184
393,409.31
459,501.042
468,561.286
475,492.87
705,511.753
699,558.097
391,545.277
45,556.422
504,459.646
750,564.398
528,500.34
63,540.485
757,502.423
505,559.789
760,540.68
46,138.76
47,210.844
503,390.095
48,340.57
524,349.173
594,477.616
49,424.803
145,526.66
95,480.55
50,501.151
555,553.367
146,506.998
439,533.597
51,511.082
204,562.839
152,526.571
76,522.476
101,557.139
192,563.531
533,562.51
557,540.931
674,545.18
675,545.289
763,563.18
54,560.936
629,540.961
55,450.572
56,262.866
766,530.853
57,302.661
583,348.959
506,382.887
58,511.618
520,564.374
512,562.616
252,514.931
59,394.105
278,510.472
698,435.912
60,245.87
279,314.01
330,238.63
61,431.503
331,520.875
717,247.983
62,527.285
701,552.419
342,527.061
72,299.172
532,468.57
64,312.917
78,519.16
71,554.832
66,424.813
346,264.441
546,328.558
470,457.905
68,559.669
753,544.559
566,550.016
74,539.72
695,563.02
485,551.699
519,556.995
69,450.361
319,502.464
118,557.124
70,455.338
202,473.976
228,331.806
333,438.179
408,265.94
162,537.358
73,463.007
338,551.917
667,550.172
641,562.226
77,434.022
75,480.878
426,502.581
271,542.708
631,379.599
567,559.019
178,507.393
79,403.448
80,437.77
312,502.408
620,426.567
616,458.556
81,343.757
482,313.588
486,315.113
82,464.206
90,492.914
484,318.971
316,467.438
83,551.001
85,557.451
181,475.385
411,547.044
109,490.317
84,456.982
296,436.101
410,508.467
185,530.209
467,483.677
458,459.366
663,538.367
734,490.733
86,470.643
310,505.823
168,504.432
87,351.415
368,297.688
108,341.367
401,431.67
88,561.94
395,559.751
306,559.575
89,548.894
299,559.22
626,550.627
627,513.019
116,465.395
618,446.435
93,423.0
386,404.788
94,2.933
96,3.038
642,2.841
155,490.321
106,2.378
97,273.041
415,476.456
98,398.625
437,348.582
413,348.599
99,498.277
222,541.49
673,533.227
726,288.502
100,320.589
102,513.707
495,502.833
350,546.237
677,489.53
285,527.863
103,457.075
715,554.219
104,252.367
105,152.224
107,389.112
564,478.255
110,369.913
219,306.421
113,563.501
111,562.902
157,544.029
121,468.159
112,480.639
320,560.443
638,554.85
311,279.733
559,367.925
560,397.059
114,451.829
418,436.004
761,563.289
723,490.828
378,553.118
318,493.729
561,270.853
117,278.32
120,488.453
286,488.967
390,424.72
534,320.023
122,332.523
653,292.902
124,242.057
571,391.019
125,316.009
217,540.314
126,540.725
449,547.822
572,485.048
340,550.091
268,481.435
339,552.71
127,481.763
137,429.082
129,340.489
361,433.476
605,190.375
130,513.776
131,258.351
655,444.847
132,542.166
455,503.764
133,543.412
138,541.795
456,518.216
563,553.199
139,509.045
134,555.086
352,510.825
457,523.129
502,546.651
136,547.82
651,550.139
135,327.31
344,517.744
652,364.527
579,544.25
501,540.739
297,325.62
769,307.392
140,553.781
632,555.66
188,547.577
232,561.188
141,525.233
142,439.054
148,555.929
149,532.768
147,550.548
143,295.189
144,480.462
500,507.584
267,516.667
716,495.998
184,462.66
554,507.524
636,559.827
635,557.737
637,561.459
150,460.227
151,497.518
282,392.428
196,465.381
283,487.818
366,283.162
435,489.442
259,550.566
565,537.433
153,197.458
154,310.344
269,413.989
158,425.455
159,470.988
309,349.217
160,399.251
536,410.387
530,537.819
732,234.703
161,211.859
170,544.094
543,509.222
165,484.46
167,508.59
611,526.619
613,486.135
166,461.902
446,365.806
681,405.38
683,557.959
169,469.653
758,563.006
280,494.395
171,120.026
172,425.443
384,262.982
174,188.64
175,537.903
250,475.247
692,529.139
767,510.475
176,417.358
398,415.764
177,183.33
187,490.503
754,466.836
313,463.625
206,556.917
719,551.688
186,274.228
738,461.986
349,480.848
274,399.016
189,474.845
190,406.513
235,548.291
721,476.208
191,538.401
451,518.676
452,433.101
193,553.47
432,446.428
596,541.998
238,481.199
195,394.156
197,2.158
198,1.924
199,1.908
765,527.969
303,253.186
602,540.767
510,522.969
370,387.64
387,473.886
203,258.753
227,288.58
689,558.046
517,457.102
205,276.379
221,294.379
660,562.544
447,495.483
609,336.739
208,560.481
397,563.952
666,559.728
291,549.86
307,564.858
396,554.841
210,471.315
211,489.819
223,559.852
215,327.567
216,429.464
496,428.54
756,393.371
587,489.331
511,495.689
218,135.399
710,255.03
220,269.337
225,257.382
356,272.355
752,512.504
568,535.197
625,556.559
224,293.893
544,391.599
226,219.734
229,321.859
230,200.471
287,115.719
540,495.892
473,538.156
644,549.555
233,376.724
709,515.795
234,166.293
243,290.136
380,105.454
469,562.751
242,551.96
236,187.148
237,348.586
713,386.636
466,365.112
714,445.381
239,505.908
687,514.45
464,522.478
245,525.786
462,465.782
241,172.097
244,483.082
445,539.941
688,486.754
248,550.179
298,565.314
247,544.207
258,482.5
266,428.327
265,296.187
253,411.074
748,497.564
700,530.5
516,285.276
514,385.447
365,561.979
702,460.68
355,562.17
523,540.573
261,381.748
682,346.894
262,255.616
263,464.938
414,402.178
562,405.468
270,496.171
591,525.645
276,468.351
277,473.608
648,356.776
665,497.476
547,529.865
281,1.563
343,1.565
542,482.267
707,528.294
284,248.231
691,558.242
288,502.773
569,509.429
334,559.822
658,560.784
584,506.065
290,222.195
570,229.851
678,193.623
292,477.584
392,449.877
730,382.562
731,436.563
739,428.616
729,533.804
294,336.184
737,344.872
300,467.459
634,528.361
403,493.427
304,416.981
305,518.256
693,528.034
308,333.98
364,363.259
326,503.067
373,504.308
382,384.734
314,378.189
322,259.733
548,440.071
622,267.205
323,287.138
745,179.771
633,526.601
743,542.439
327,125.661
348,222.218
376,532.006
740,515.558
335,313.291
405,264.75
341,476.015
551,418.143
345,415.257
353,477.825
347,453.341
515,459.73
351,400.656
628,422.224
367,522.062
513,557.426
685,453.354
357,434.413
358,258.057
444,522.427
359,173.198
621,502.085
362,408.273
578,418.439
363,380.064
619,378.758
623,419.882
527,531.605
612,391.599
463,497.836
369,260.353
412,262.98
371,264.962
374,1.546
375,1.602
718,456.93
377,452.822
606,511.731
379,526.037
671,471.181
385,278.786
708,147.261
388,395.739
389,487.171
399,359.846
400,478.073
526,434.823
416,286.743
712,277.346
488,457.385
422,489.656
404,497.137
420,555.636
759,504.403
409,318.414
624,488.376
590,482.678
751,562.743
690,293.727
428,552.668
585,432.353
575,553.783
694,551.194
433,465.895
577,404.331
440,422.468
442,392.406
441,449.131
443,439.071
448,1.574
676,1.547
580,542.939
477,492.377
461,481.983
711,490.51
755,531.837
600,421.978
465,531.6
507,390.356
479,518.119
478,558.019
476,483.666
521,38.067
472,38.756
474,348.121
703,512.999
480,420.158
498,274.174
499,449.2
649,500.612
598,461.734
593,530.364
656,527.616
657,543.032
597,355.184
508,307.617
509,336.946
607,194.581
550,424.647
525,474.429
552,319.477
531,257.789
733,391.733
576,545.437
545,442.517
553,1.588
722,1.564
643,534.722
727,408.191
747,385.485
662,219.118
589,293.901
601,252.933
645,466.294
640,506.493
684,530.593
646,376.761
654,317.227
669,1.564
670,1.561
672,363.229
706,298.623
735,293.869
744,454.886
746,104.126
