Node,SIR
6144,610.548
5492,430.307
6074,658.057
5516,665.805
6145,430.834
6147,624.28
6146,603.043
6125,419.719
5913,666.257
5645,665.182
6129,597.156
6148,645.143
5510,645.786
5559,665.745
5791,631.501
6070,645.43
6134,649.213
5684,644.621
6149,662.288
5482,665.474
5748,666.366
5961,659.227
6103,661.356
6150,660.764
5857,662.375
5870,650.662
6090,661.844
6151,666.386
5489,666.409
5549,666.137
5592,665.437
5716,666.175
5717,666.501
5742,479.877
5789,480.92
5796,663.221
5811,651.81
6012,662.576
6031,663.797
6180,666.057
6152,639.919
5634,611.465
5665,663.047
5872,645.477
6087,628.423
6154,631.401
5876,546.787
6010,666.479
5918,666.65
6155,639.387
5729,649.29
5730,620.872
5731,624.745
6022,620.505
6156,656.521
5879,660.973
5945,659.328
5946,666.571
5878,659.12
6157,666.161
5496,662.787
5721,665.482
5722,664.805
5726,667.176
5738,665.919
5871,665.523
5920,666.745
5936,665.793
6014,660.511
6016,666.841
6158,665.697
5574,660.419
5674,664.672
5794,666.159
6083,665.936
6159,665.555
5585,666.236
5587,666.696
5728,666.161
5952,666.818
5958,665.753
6018,666.267
6162,660.196
6160,607.318
5994,638.485
6161,394.158
5589,557.205
5788,291.116
5998,666.383
6163,616.852
5948,644.2
6064,451.542
6135,641.148
5590,524.168
6164,667.251
5595,666.903
5628,666.225
6093,666.349
6174,666.293
6184,666.546
6019,664.697
5541,665.29
6173,658.769
6165,610.815
5604,667.303
6178,665.235
6166,666.392
5591,664.567
6091,666.886
6095,665.897
5733,663.511
6167,519.385
5858,560.555
6092,549.308
6168,663.811
5593,655.72
5624,666.656
6185,665.79
6169,664.336
5766,666.667
5767,665.961
6100,661.88
6124,645.388
5908,661.486
6170,639.732
5768,665.552
5769,658.625
6171,597.529
6172,665.67
5596,663.021
6050,666.504
5765,665.845
5956,664.359
5838,666.88
5659,612.431
6175,665.724
5483,655.863
5495,649.724
5764,643.11
5934,660.603
6186,662.454
6176,665.9
5498,481.908
5703,631.831
6116,666.812
6117,661.01
6177,602.169
5763,647.68
5575,615.469
5790,666.611
6071,666.401
6179,664.269
5776,647.907
5792,647.399
6005,664.924
5671,648.782
6211,664.107
6221,617.551
6181,666.61
5568,665.495
5570,665.897
5642,666.233
5812,654.74
6028,661.454
6032,662.502
6101,666.254
6183,647.301
6182,664.692
5664,666.875
5477,664.772
5625,666.748
5818,654.227
6068,651.374
5741,594.478
5782,660.069
5724,664.63
6187,655.207
5500,651.533
5650,666.242
5786,643.505
6097,658.054
6188,651.173
5781,666.544
5963,466.76
5939,663.682
6189,645.77
5644,652.609
6079,541.706
6190,643.051
5866,464.958
6191,451.19
6192,665.769
5534,662.751
5563,663.021
5759,665.715
5971,637.592
6013,616.719
6024,659.35
5639,666.473
6234,608.834
6194,1.723
6198,1.746
6195,662.654
6197,661.441
5785,666.561
5588,666.541
6203,660.169
6200,666.486
5901,666.017
5617,637.078
6199,660.186
5656,653.088
6206,663.808
6202,662.81
5465,664.787
5466,646.787
5697,666.879
5464,663.701
6201,593.807
6205,658.423
5924,662.112
5655,664.512
6207,662.965
6204,666.033
6033,660.46
5573,666.315
5951,647.539
5711,666.515
5830,664.49
6034,665.25
5922,662.401
5917,666.427
6208,579.906
5494,586.005
5746,586.82
5976,602.77
6102,603.501
6209,642.749
5734,604.218
5821,664.935
5512,666.553
6210,646.75
5544,658.208
5777,663.878
5686,666.092
6217,664.179
5851,665.665
6212,666.127
5490,643.834
5503,664.145
5528,666.745
5545,666.228
5778,664.716
5904,663.572
5930,608.501
6213,665.837
5753,665.901
6060,637.207
6214,641.887
5978,641.544
5491,658.523
6215,606.824
5469,655.193
5479,660.434
5513,664.875
5758,665.701
6218,607.913
6219,664.512
5787,664.46
5478,655.244
6128,647.124
5658,665.62
5862,664.519
6220,590.603
5983,420.491
6048,621.373
6222,635.833
6105,666.497
6223,591.399
6224,463.427
6225,543.409
5508,615.596
5538,518.446
5678,484.324
6226,428.862
6230,588.27
6228,666.733
5507,667.053
5692,649.738
5744,650.214
5772,662.114
5773,650.985
5941,663.624
6043,614.707
6229,653.355
5844,661.17
5752,656.662
5836,623.413
6003,666.382
6231,435.074
5632,609.797
6232,653.313
5633,642.214
5696,666.522
5996,666.374
6233,665.848
5515,638.428
5554,607.306
6136,607.924
5531,632.41
6235,652.701
5532,661.171
5533,649.717
6236,598.927
5800,651.713
6237,643.2
5680,664.221
6001,454.762
5687,665.176
5771,666.347
5467,462.898
5468,468.381
5890,665.731
5470,666.459
5877,666.097
5707,604.935
5713,664.512
5714,660.104
5927,666.093
5471,574.634
6065,664.843
5473,636.12
5562,553.219
5561,666.538
5474,435.584
6126,602.487
5475,649.244
5476,657.655
5594,664.698
5806,666.4
5518,664.622
5798,609.763
5663,572.868
5480,653.321
6008,661.308
5526,667.008
5481,660.697
6072,658.964
5916,659.525
5499,656.763
5484,634.337
5497,573.585
5485,561.776
5551,646.928
5486,525.294
5855,558.339
5761,517.817
5762,534.179
5487,666.219
6062,647.347
5755,661.94
6063,604.079
5488,480.734
6006,666.09
5795,641.767
6061,594.523
6073,614.559
5493,428.827
5954,614.469
5566,666.45
5919,660.177
5885,607.275
5643,663.997
5501,608.315
5502,636.948
5880,633.6
5938,602.412
5504,483.479
5708,658.731
5505,1.704
6082,1.733
5506,473.267
5847,663.46
5903,666.724
5690,664.356
5860,665.219
6015,646.457
5509,606.42
5661,662.547
5898,637.324
6054,643.766
5511,656.347
5605,633.261
6007,646.087
5524,666.198
5514,639.753
5577,657.31
5822,659.88
5943,570.242
5840,461.564
5846,663.569
5525,591.252
6089,609.113
5579,646.942
6056,652.39
5517,663.985
5937,605.768
5676,654.46
5932,665.693
5853,477.6
5519,565.881
5521,556.65
5522,666.688
5523,540.695
5581,666.691
5799,665.04
5735,666.052
5797,464.806
5825,656.248
5837,666.759
6141,666.176
5849,666.05
5657,585.207
6137,666.735
5539,665.455
5928,658.307
5536,655.433
5850,663.402
5864,666.569
5884,621.377
5527,645.951
5535,655.553
5537,651.88
5529,666.681
6049,666.632
5756,657.593
5530,648.76
5704,656.412
5679,650.262
5675,374.87
6107,563.852
5848,664.705
5555,559.203
5754,663.634
5950,665.907
6057,609.691
5542,510.086
5622,497.204
5543,666.545
6009,638.362
6039,662.856
5940,660.272
6059,657.321
5546,638.938
5779,660.537
5621,643.817
5547,434.094
5548,614.931
5737,665.561
5888,659.762
5550,661.149
6142,666.319
5586,650.386
5552,640.099
5801,627.476
5553,664.545
5992,646.944
5886,617.707
5973,665.701
5695,521.539
5556,587.072
5889,657.632
5557,665.78
5926,665.662
5558,4.786
5960,5.17
5820,4.779
5629,639.275
6002,649.711
5560,599.859
5921,657.343
5923,666.21
5564,593.582
5572,637.829
5565,639.902
5571,643.718
5873,667.045
5567,661.277
5725,470.515
5569,609.308
5652,662.987
5895,648.625
6017,665.002
5915,471.902
6127,470.442
5623,646.512
5649,666.736
5999,455.635
5576,449.379
6143,611.193
5783,565.852
5578,477.135
5666,627.43
5580,484.172
5582,664.048
5677,666.387
5749,472.175
5827,647.393
5863,664.623
5583,479.069
5944,665.059
5914,544.066
6132,665.785
6046,627.317
5667,648.689
5626,661.705
5597,659.115
5598,664.082
5743,647.345
6131,666.662
5599,606.241
5601,644.107
5616,645.059
5602,474.131
5685,647.752
6108,646.324
5606,602.021
5620,625.586
5608,561.747
5609,624.812
5618,596.042
6080,655.326
6081,665.05
5610,240.468
5612,333.289
5611,579.267
6084,630.595
5614,1.705
5615,1.739
5619,589.672
5906,666.319
5638,665.881
5668,646.978
5669,663.59
5627,473.384
5630,608.44
5631,475.133
6041,635.951
5635,552.847
5636,441.118
5982,615.785
5819,328.035
5637,543.092
6053,564.413
5831,654.711
5646,666.189
6011,664.963
6055,652.219
5640,663.492
6118,615.33
5641,646.188
5824,643.114
6037,596.526
5688,607.825
5648,646.338
5647,660.828
5651,664.731
5832,660.562
6088,578.398
6035,666.192
5654,662.559
5987,664.158
5991,641.923
5861,665.002
5902,639.951
5660,455.244
6076,651.778
6021,614.925
5809,592.754
5859,549.783
6075,468.219
5670,4.15
5672,463.951
6099,666.469
5673,426.745
5894,583.966
5839,666.248
5865,662.837
6140,666.584
5681,646.75
6096,659.818
5682,326.08
5683,2.725
5868,2.739
5869,2.713
5689,651.403
5691,470.104
5957,660.234
5719,665.208
5698,331.295
5899,465.884
5699,596.911
5970,615.053
5969,585.031
5700,458.502
5701,660.15
5702,469.574
5907,660.923
6029,583.531
5705,358.926
5804,524.394
5706,569.673
5856,576.546
5709,651.379
6067,660.661
5710,664.232
6066,666.331
6113,661.636
6115,665.538
5712,660.388
5715,585.503
5718,426.453
5823,302.525
5720,593.392
5893,621.629
5826,465.753
5727,666.957
5959,463.467
5990,629.239
5732,4.712
5760,4.782
5736,663.857
5805,559.622
5808,645.161
5993,648.586
5887,641.113
5739,663.427
5740,609.617
5793,610.247
5745,660.654
5843,609.162
6000,658.638
6122,595.834
5747,644.031
6038,623.926
5750,422.33
5751,580.339
5757,663.431
5828,641.617
6047,623.536
5997,606.234
5774,663.666
5852,659.782
5775,469.775
5780,621.08
5925,611.69
5784,570.06
6078,651.208
5802,514.903
5988,477.082
5984,540.835
5803,560.137
6109,644.671
5911,535.422
6042,574.17
6027,506.108
5810,567.072
5807,566.503
5975,462.343
5813,396.259
6086,443.727
5867,419.986
5814,456.95
5965,462.292
5815,419.705
5966,406.484
5817,471.518
6030,331.57
5967,428.874
6040,658.53
6106,567.437
5829,463.377
5833,665.235
5834,649.614
5835,618.016
5962,342.966
5841,492.561
6069,324.832
5842,466.659
5845,488.775
6023,602.865
6120,641.063
5854,462.618
5910,583.811
6051,545.039
6119,410.61
6098,614.713
5942,640.227
5985,334.398
6004,492.872
5874,665.002
