Node,SIR
0,664.683
741,664.479
163,664.694
537,662.306
425,664.078
538,661.964
630,664.145
742,664.463
749,664.31
1,651.175
556,664.525
194,611.958
273,635.297
574,614.595
2,663.609
164,664.386
423,662.928
764,657.631
535,663.717
421,653.416
487,663.973
3,571.39
728,563.519
27,644.751
4,645.289
427,593.796
429,648.205
5,637.62
430,664.8
6,599.081
419,442.966
582,642.829
200,630.343
7,661.102
581,663.239
424,661.68
592,654.835
8,663.214
588,658.081
647,661.071
497,660.538
436,648.943
434,656.712
10,650.95
91,659.798
9,661.528
337,644.601
251,484.748
438,664.02
249,663.556
725,619.367
11,646.025
32,638.984
33,664.092
12,613.132
599,663.152
272,649.867
13,500.819
317,661.533
14,349.869
522,446.969
15,278.625
539,356.1
471,215.916
16,664.476
494,664.278
490,664.605
25,664.62
454,664.417
24,664.047
493,664.285
481,659.57
491,663.378
17,622.062
201,662.899
275,463.493
18,650.737
31,660.772
529,660.814
483,655.218
19,604.712
453,661.628
381,629.771
20,620.787
22,612.206
608,590.915
460,664.044
21,485.11
549,625.914
489,664.062
321,627.286
614,664.593
615,664.77
212,664.14
53,664.159
213,664.011
762,664.796
573,664.339
492,623.611
26,642.184
431,622.352
595,659.718
659,664.418
28,488.754
406,631.692
30,466.964
92,460.363
417,468.246
724,470.017
586,664.558
156,663.813
260,664.172
255,621.857
123,494.627
661,646.518
668,664.062
128,664.23
329,663.889
37,664.363
407,658.505
34,451.091
182,606.281
35,663.128
43,661.277
115,660.078
354,662.406
639,661.887
680,664.576
36,637.739
257,651.096
180,656.246
293,664.519
336,630.126
372,651.069
518,646.113
704,623.839
38,632.274
541,664.013
679,662.94
39,625.533
664,563.317
295,559.832
246,664.965
324,664.425
40,627.047
402,655.825
325,662.974
41,663.798
394,664.654
650,620.313
301,658.241
302,651.889
697,657.204
42,664.012
393,611.869
459,652.654
468,664.175
475,653.941
705,653.814
699,663.418
391,663.955
45,664.016
504,617.247
750,664.574
528,658.895
63,660.659
757,651.423
505,664.124
760,663.93
46,359.083
47,462.781
503,618.895
48,592.367
524,572.2
594,648.108
49,628.924
145,662.294
95,642.331
50,655.911
555,664.909
146,659.412
439,662.542
51,653.755
204,664.563
152,662.038
76,658.888
101,663.992
192,664.132
533,664.768
557,658.025
674,662.41
675,663.119
763,664.119
54,663.767
629,661.006
55,620.872
56,495.268
766,662.487
57,566.847
583,599.944
506,597.26
58,655.314
520,664.569
512,664.746
252,655.627
59,606.907
278,659.882
698,640.878
60,444.848
279,504.348
330,449.325
61,617.984
331,659.683
717,478.011
62,662.814
701,664.428
342,661.379
72,508.708
532,635.85
64,510.261
78,663.827
71,664.497
66,632.662
346,475.399
546,582.427
470,642.756
68,664.119
753,662.076
566,663.7
74,660.819
695,664.301
485,664.476
519,664.827
69,618.714
319,658.815
118,664.34
70,650.933
202,645.6
228,593.999
333,633.663
408,480.529
162,663.947
73,618.864
338,664.345
667,663.749
641,663.433
77,621.926
75,656.789
426,648.713
271,664.028
631,601.296
567,664.586
178,657.956
79,607.827
80,640.276
312,659.846
620,627.852
616,650.744
81,609.074
482,613.716
486,614.443
82,660.889
90,661.322
484,587.229
316,658.109
83,664.793
85,664.249
181,645.205
411,663.972
109,654.408
84,620.107
296,627.897
410,658.19
185,662.275
467,658.492
458,622.006
663,660.749
734,651.456
86,646.68
310,660.029
168,656.255
87,594.241
368,579.601
108,605.051
401,641.518
88,664.655
395,664.56
306,664.077
89,662.895
299,663.943
626,663.221
627,657.064
116,652.831
618,649.399
93,605.383
386,595.571
94,3.499
96,3.56
642,3.462
155,656.741
106,3.143
97,486.979
415,654.525
98,636.865
437,612.904
413,600.781
99,651.686
222,663.296
673,661.589
726,492.189
100,492.415
102,660.748
495,655.751
350,663.357
677,647.842
285,662.791
103,622.116
715,663.919
104,477.449
105,358.721
107,598.566
564,654.149
110,582.306
219,592.096
113,664.558
111,664.008
157,662.302
121,633.919
112,647.097
320,664.096
638,663.672
311,479.594
559,595.397
560,624.498
114,621.234
418,617.081
761,664.095
723,651.445
378,664.195
318,661.308
561,498.214
117,492.03
120,655.049
286,654.415
390,630.633
534,587.338
122,567.82
653,528.105
124,461.713
571,606.824
125,506.318
217,661.02
126,662.778
449,663.913
572,655.389
340,663.392
268,651.323
339,663.142
127,639.345
137,621.786
129,506.186
361,614.742
605,367.578
130,659.324
131,485.611
655,622.81
132,664.726
455,658.431
133,664.484
138,663.424
456,651.599
563,664.6
139,654.1
134,664.71
352,657.026
457,659.851
502,664.584
136,663.21
651,663.833
135,503.444
344,663.907
652,555.684
579,664.238
501,662.748
297,499.674
769,505.271
140,663.458
632,664.448
188,660.026
232,664.498
141,657.989
142,618.24
148,664.229
149,660.73
147,663.422
143,495.011
144,646.568
500,655.344
267,662.675
716,648.651
184,645.592
554,654.989
636,664.371
635,663.99
637,664.505
150,643.801
151,659.268
282,607.473
196,641.779
283,650.662
366,496.43
435,651.846
259,663.141
565,662.342
153,435.68
154,506.593
269,607.497
158,618.487
159,640.491
309,599.939
160,604.722
536,630.162
530,664.134
732,470.845
161,459.879
170,661.53
543,657.34
165,647.954
167,661.396
611,662.179
613,650.745
166,645.778
446,604.264
681,617.665
683,663.891
169,643.304
758,664.454
280,648.616
171,296.373
172,614.917
384,477.369
174,376.551
175,663.391
250,646.094
692,661.032
767,660.96
176,645.043
398,639.599
177,380.684
187,656.234
754,644.556
313,651.391
206,663.919
719,662.449
186,470.548
738,622.982
349,657.278
274,589.681
189,649.981
190,624.08
235,664.228
721,645.746
191,664.191
451,659.743
452,628.862
193,664.039
432,624.007
596,661.637
238,655.158
195,597.371
197,2.516
198,2.319
