Node,SIR
6144,390.373
5492,186.59
6074,487.133
5516,506.991
6145,200.04
6147,385.167
6146,366.682
6125,188.316
5913,542.769
5645,515.08
6129,349.487
6148,444.018
5510,446.571
5559,528.083
5791,424.38
6070,429.303
6134,417.513
5684,424.356
6149,497.628
5482,518.539
5748,534.024
5961,489.379
6103,504.415
6150,468.408
5857,503.765
5870,447.15
6090,512.753
6151,550.206
5489,536.537
5549,525.348
5592,531.584
5716,537.297
5717,527.193
5742,285.808
5789,289.007
5796,520.396
5811,472.398
6012,532.43
6031,523.653
6180,550.07
6152,404.908
5634,341.73
5665,505.104
5872,424.798
6087,345.388
6154,438.141
5876,297.338
6010,539.83
5918,550.086
6155,370.745
5729,432.944
5730,383.806
5731,338.448
6022,364.361
6156,453.48
5879,448.147
5945,435.332
5946,532.339
5878,447.451
6157,550.003
5496,533.146
5721,539.846
5722,538.795
5726,547.956
5738,530.475
5871,542.641
5920,549.835
5936,548.521
6014,502.19
6016,551.162
6158,524.32
5574,504.739
5674,524.879
5794,535.766
6083,527.865
6159,547.817
5585,551.067
5587,542.936
5728,543.582
5952,550.061
5958,549.254
6018,545.557
6162,495.875
6160,362.459
5994,419.131
6161,174.412
5589,339.518
5788,80.727
5998,548.082
6163,353.984
5948,432.487
6064,179.338
6135,427.426
5590,235.398
6164,550.157
5595,550.879
5628,548.174
6093,548.609
6174,550.15
6184,550.272
6019,537.394
5541,534.069
6173,519.027
6165,406.135
5604,545.205
6178,506.443
6166,542.951
5591,533.409
6091,542.707
6095,543.384
5733,503.929
6167,190.064
5858,237.917
6092,239.152
6168,531.802
5593,479.639
5624,548.215
6185,539.882
6169,516.262
5766,548.335
5767,518.352
6100,496.2
6124,453.779
5908,449.095
6170,440.971
5768,530.156
5769,503.066
6171,385.827
6172,542.626
5596,502.501
6050,540.034
5765,542.68
5956,523.562
5838,536.062
5659,415.015
6175,527.375
5483,457.638
5495,464.926
5764,410.989
5934,496.185
6186,516.311
6176,511.927
5498,271.54
5703,421.25
6116,497.991
6117,485.757
6177,402.073
5763,430.07
5575,392.107
5790,519.3
6071,525.384
6179,507.063
5776,458.235
5792,458.454
6005,531.306
5671,442.555
6211,510.124
6221,406.497
6181,549.237
5568,541.586
5570,550.375
5642,541.727
5812,454.165
6028,502.123
6032,509.809
6101,534.12
6183,474.43
6182,530.689
5664,550.965
5477,516.807
5625,516.217
5818,457.533
6068,458.468
5741,357.62
5782,479.363
5724,533.482
6187,473.735
5500,442.548
5650,534.365
5786,436.144
6097,476.122
6188,454.899
5781,527.397
5963,234.671
5939,499.33
6189,417.02
5644,448.867
6079,257.551
6190,410.278
5866,207.267
6191,229.96
6192,541.696
5534,509.513
5563,519.827
5759,530.618
5971,424.9
6013,431.418
6024,496.982
5639,550.653
6234,370.539
6194,1.51
6198,1.532
6195,505.434
6197,502.313
5785,549.948
5588,544.917
6203,472.441
6200,530.91
5901,529.323
5617,407.009
6199,484.595
5656,455.371
6206,520.698
6202,496.211
5465,491.59
5466,458.624
5697,523.147
5464,513.184
6201,348.01
6205,473.251
5924,479.068
5655,486.575
6207,473.366
6204,529.632
6033,478.326
5573,547.689
5951,455.413
5711,533.913
5830,521.718
6034,513.933
5922,465.138
5917,547.444
6208,307.027
5494,289.194
5746,305.48
5976,375.486
6102,321.675
6209,437.514
5734,386.114
5821,524.917
5512,529.071
6210,456.93
5544,481.66
5777,514.756
5686,516.241
6217,513.385
5851,544.207
6212,541.15
5490,453.068
5503,517.726
5528,537.633
5545,549.104
5778,522.898
5904,499.959
5930,413.383
6213,517.74
5753,525.979
6060,422.863
6214,425.032
5978,415.845
5491,461.959
6215,383.85
5469,483.924
5479,475.544
5513,499.525
5758,519.88
6218,400.388
6219,520.499
5787,523.697
5478,480.232
6128,441.751
5658,536.694
5862,535.259
6220,327.622
5983,163.087
6048,361.584
6222,424.563
6105,550.396
6223,351.863
6224,217.53
6225,224.751
5508,355.319
5538,215.681
5678,163.263
6226,198.535
6230,381.315
6228,538.297
5507,546.413
5692,459.596
5744,476.235
5772,483.878
5773,463.519
5941,518.134
6043,413.116
6229,466.285
5844,517.41
5752,504.99
5836,384.961
6003,551.081
6231,202.019
5632,393.206
6232,475.833
5633,430.858
5696,549.815
5996,549.776
6233,511.673
5515,397.569
5554,375.312
6136,382.225
5531,417.245
6235,455.189
5532,474.961
5533,438.401
6236,339.311
5800,440.748
6237,451.081
5680,513.033
6001,215.621
5687,510.783
5771,527.383
5467,237.971
5468,260.423
5890,510.446
5470,547.518
5877,550.454
5707,388.778
5713,523.359
5714,496.701
5927,550.256
5471,309.367
6065,483.02
5473,436.176
5562,296.905
5561,537.864
5474,191.886
6126,377.947
5475,453.548
5476,492.101
5594,518.107
5806,543.456
5518,519.627
5798,400.569
5663,313.252
5480,465.162
6008,488.031
5526,549.326
5481,492.136
6072,493.387
5916,497.091
5499,449.661
5484,412.728
5497,287.836
5485,266.744
5551,370.491
5486,177.341
5855,207.902
5761,160.161
5762,165.568
5487,509.027
6062,432.264
5755,507.118
6063,349.469
5488,268.856
6006,546.273
5795,460.79
6061,313.262
6073,373.608
5493,206.755
5954,398.817
5566,544.309
5919,503.893
5885,418.34
5643,515.648
5501,425.538
5502,432.22
5880,383.373
5938,381.172
5504,268.573
5708,503.726
5505,1.53
