Node,SIR
4692,263.597
5042,257.219
5278,207.268
5152,209.732
5059,442.15
4693,451.759
5030,410.666
5121,440.165
4779,453.692
5122,430.131
5201,452.523
5000,398.445
5178,456.734
4694,294.66
5359,261.533
4696,290.161
5015,303.037
5372,325.511
4695,318.256
4745,449.203
4800,451.418
4913,370.087
4697,247.026
4914,317.757
4698,296.541
5021,370.637
4929,246.781
4891,139.586
4771,336.327
4699,89.542
4890,171.332
4700,453.234
5050,409.99
4711,406.071
5419,426.836
5109,468.508
4975,230.798
4738,412.569
5019,424.297
5352,350.469
4701,202.118
4817,428.538
4702,118.989
5038,243.497
4703,427.502
4748,425.625
5267,301.816
5044,465.206
5238,409.283
4705,291.412
5401,360.956
4704,233.859
4734,209.877
4948,261.374
5098,288.918
4909,402.088
4706,423.39
5056,396.397
4707,177.846
5399,393.811
4931,405.937
5009,362.548
4708,162.438
5184,143.009
5326,144.91
5342,203.736
4778,143.18
4709,411.895
4902,398.301
4710,424.317
4793,407.973
4787,345.875
4816,336.799
4850,340.491
5197,347.989
5210,388.014
4712,255.377
5457,380.54
4713,147.456
4715,345.123
4714,337.991
4957,406.114
4717,414.007
5151,407.371
4716,282.926
5170,398.209
5196,355.663
5215,473.084
5211,472.953
5339,469.426
4718,1.67
4798,1.952
4719,149.348
5134,328.542
4720,183.282
4946,211.721
4989,259.312
4947,147.474
4721,297.718
4944,360.192
4963,393.437
4722,267.513
4982,304.991
5012,272.93
5027,332.826
4723,362.398
5351,425.785
4887,185.735
4894,295.011
5350,192.033
5353,429.23
4724,452.919
5348,461.302
5346,458.624
4777,390.762
4912,458.495
5054,404.287
5282,306.572
5344,209.633
5347,318.189
4725,215.025
4893,268.561
5057,308.607
4727,69.593
4889,163.079
4728,135.438
4729,175.786
4735,336.953
4906,133.3
4730,87.646
4790,42.344
4955,205.453
4731,1.681
4732,169.906
5182,371.628
4733,263.502
5354,125.046
4774,324.964
5284,381.123
4736,238.264
4967,304.317
5223,103.5
5343,156.512
4737,298.87
5017,156.841
4991,360.257
5180,354.434
4739,389.199
5345,274.076
4822,352.012
4969,453.344
4970,348.117
5102,364.937
4740,353.33
5062,306.946
5404,383.558
5063,385.587
4741,408.426
5275,451.666
4972,223.928
4872,429.364
4742,375.938
5162,375.687
4898,401.326
4765,324.439
4782,345.073
5085,381.475
5311,307.783
5392,339.093
4743,283.978
5242,272.896
5341,423.643
5240,298.86
5125,130.132
4744,314.199
4746,274.725
4919,197.607
4747,276.982
5049,396.645
5276,409.331
5277,416.789
5405,402.176
4749,112.438
4841,228.922
4968,378.939
4925,406.785
4833,413.628
4965,325.364
4750,225.702
5028,323.244
5415,318.5
4751,286.61
4755,247.118
5370,292.256
5116,427.743
