Node,SIR
4096,127.765
4589,104.5
4318,211.56
3999,66.546
4097,175.681
4593,179.667
4334,235.055
4335,210.606
4098,148.334
4328,184.09
4565,169.523
4014,58.523
4254,127.045
4331,149.902
4099,1.408
4204,1.412
4101,94.335
4558,146.082
4604,140.848
4102,104.99
4007,83.44
4094,135.323
4607,99.034
4449,92.325
4103,135.089
4314,145.334
4606,139.703
4088,171.676
4089,143.519
4104,166.856
4372,100.664
4197,175.219
4468,128.744
4105,91.235
4106,39.791
4293,104.652
4122,169.7
4107,246.839
4022,255.021
4361,259.788
4371,215.704
4121,156.608
4109,99.396
4320,159.242
4369,238.6
4108,126.06
4126,266.602
4597,115.308
4110,19.503
4326,22.489
4586,31.251
4111,196.889
4661,273.683
4050,297.957
4112,129.959
4400,192.35
4113,96.675
4013,57.879
4395,63.704
4573,233.118
4114,116.963
3929,187.68
4148,64.348
4542,95.878
4684,136.604
4115,242.188
4507,193.547
4077,175.719
4054,263.192
4134,213.259
4116,42.13
4362,67.497
4437,41.17
4117,132.611
4053,149.51
4055,218.871
4118,233.778
4338,265.685
4352,264.403
4376,143.57
4119,196.919
4035,287.758
4434,133.722
4120,222.944
4070,203.543
4071,194.318
4263,205.843
4356,229.082
4364,205.07
4201,171.752
4296,164.804
3948,101.996
4010,178.857
4308,86.561
4123,68.394
4433,173.844
4124,69.77
4048,55.24
4452,162.276
4125,75.151
4127,37.145
4377,272.791
4472,233.044
4370,189.746
4128,218.871
4378,183.041
4577,238.284
4625,158.111
4470,170.231
4129,61.174
4130,58.755
4131,145.349
3994,109.065
4137,145.699
4652,157.321
4476,127.819
4132,111.743
4648,192.972
4133,100.017
4174,288.59
3928,194.038
3931,201.051
4073,170.014
4478,202.002
4467,156.911
4251,165.08
4135,30.28
3992,79.191
3976,146.099
4138,155.654
4440,113.847
4373,135.755
4260,153.033
4357,147.17
4358,81.47
4359,101.7
4439,137.188
4598,94.59
4139,114.669
4592,154.794
4596,185.414
4140,42.941
3968,56.287
4450,32.864
4329,39.512
4451,34.16
4529,27.579
4141,277.24
4033,258.17
4295,285.109
4142,286.746
4173,302.385
4351,188.725
4497,139.183
4530,212.496
4264,227.259
4499,276.013
4502,190.92
4509,264.143
4522,158.56
4531,241.221
4559,221.508
4633,260.562
4143,257.916
4144,221.954
4161,147.629
4162,224.631
4333,188.286
4336,183.203
4480,168.952
4485,166.418
4487,284.544
4540,96.993
4679,142.152
4327,215.256
4145,236.281
4006,159.454
4175,140.984
4146,88.206
4325,204.316
4534,172.254
4147,34.108
4527,91.618
4303,80.222
4149,153.487
4391,233.185
4018,62.938
4347,245.06
4150,129.703
3970,141.774
4046,170.963
4287,111.11
4151,74.895
4153,168.773
4152,74.486
3953,220.584
3974,99.994
3980,134.514
4330,164.804
4250,109.956
4569,65.714
4154,42.319
4632,16.28
4262,12.883
4432,97.778
4156,117.013
3932,91.805
4023,189.751
4253,148.125
4157,123.227
4447,175.239
4158,107.691
4159,133.725
4473,84.181
4160,136.591
4671,139.23
4462,159.811
4163,168.244
4483,191.497
4164,146.456
4626,148.281
4002,70.232
4165,2.238
4168,3.278
4167,132.18
4554,159.844
4341,228.27
4609,54.222
4211,6.319
4169,84.021
4403,101.294
4557,145.601
4170,25.231
4310,21.431
4294,18.754
4171,1.395
4556,1.374
4172,168.965
4355,130.58
4603,153.714
4065,122.155
4309,241.324
4498,213.563
4500,271.71
4503,263.18
4510,173.534
4583,281.722
4587,241.463
4243,226.419
4353,227.835
4681,232.213
4682,263.598
4008,142.202
4533,66.788
4176,96.703
4649,82.515
4313,130.856
4600,109.34
4177,12.493
4387,25.792
4178,138.722
4375,162.06
4179,96.56
4407,106.819
4506,89.017
4516,66.959
4443,101.486
4181,46.653
4568,113.545
4182,104.617
4076,107.024
4078,106.821
4316,177.602
4183,112.027
4079,67.176
3988,132.652
4237,164.086
4184,62.158
4299,81.051
4526,55.093
4185,107.428
4031,76.788
4508,181.96
4428,93.053
4186,175.765
4187,132.912
4081,253.741
4667,233.909
4668,233.994
4188,47.468
4579,96.628
4189,186.958
4052,150.725
4069,237.786
4512,154.263
4398,209.848
4190,89.932
4244,225.118
4191,281.218
4021,255.499
4058,183.715
4062,221.924
4192,218.449
4193,262.907
4466,245.368
4199,204.581
4617,256.653
4195,124.193
4060,164.06
4196,69.35
4271,194.405
4200,43.018
4202,273.194
4418,274.504
4210,265.374
4206,271.521
4212,259.973
4214,234.921
4419,270.043
4420,271.518
4426,264.944
4427,280.134
4429,267.378
4455,266.633
4461,259.424
4203,65.447
4366,43.78
4205,173.383
4275,250.816
4537,288.953
4541,233.866
4459,239.408
4207,31.693
4484,83.137
4474,11.039
4208,5.704
4493,2.614
4209,88.253
4618,110.967
4616,143.661
4397,152.196
4570,172.881
4261,146.473
4213,224.999
4423,79.021
4216,137.402
4547,150.255
4422,99.755
3965,191.545
4215,60.17
4238,166.473
4217,98.795
4218,90.087
4220,61.736
4549,110.391
3996,111.228
4219,250.226
4344,255.514
4489,266.836
4223,257.571
4354,251.999
4225,260.632
4227,252.068
4222,154.502
4224,192.929
4343,256.091
4350,244.817
4226,244.844
4491,261.71
4656,191.284
4228,113.389
4229,217.366
4481,216.735
4642,243.899
4643,243.603
4230,122.938
4231,127.425
3963,171.508
4232,39.902
4016,52.566
4233,20.203
4234,275.174
4005,283.99
4072,285.047
4246,277.038
4576,280.762
4247,282.244
4283,279.996
4544,215.459
4235,151.557
4236,181.616
3984,140.671
3946,173.687
4258,202.755
4524,90.482
3949,73.54
4028,99.268
4635,213.914
4273,199.956
4514,71.601
4239,243.756
4049,222.346
4454,164.946
4241,92.126
4442,231.067
4242,272.868
4044,257.662
4584,141.853
4672,257.023
4683,211.099
4345,279.681
4285,254.257
4245,211.902
4612,234.651
4340,218.381
4281,155.621
4339,175.784
4393,222.671
4538,241.162
4619,209.19
4282,188.056
4563,187.209
4601,163.242
4248,101.359
4045,182.896
4249,168.422
4252,1.379
3972,1.394
