Node,SIR
2048,630.974
1843,661.267
1889,666.47
1891,655.237
2049,399.637
2050,443.856
2147,299.668
2108,667.072
2051,659.002
1777,665.384
1946,643.779
1754,646.983
1864,653.605
2154,665.43
2207,667.052
2053,459.464
2125,660.048
2054,433.009
2279,654.318
2055,660.718
1606,667.396
1873,657.278
2072,665.794
2242,588.08
2056,667.371
1552,663.448
1637,665.89
1912,654.536
1961,667.061
2021,666.054
2309,665.368
2322,657.731
2057,665.746
1783,657.052
2014,665.628
2028,667.086
2349,665.854
1962,664.217
2146,664.747
2058,574.527
1610,554.719
2008,652.304
1887,514.392
2059,553.954
2060,599.469
2284,665.991
2061,658.354
2149,631.688
2157,666.99
2111,651.413
2083,666.393
2062,418.94
2343,654.728
2063,540.364
2261,534.223
2065,648.619
1616,532.812
1617,507.624
1618,652.601
1620,559.187
1699,665.6
1911,520.173
1959,628.555
1964,574.899
1972,635.346
2066,436.901
2223,665.651
2067,240.797
1817,380.2
2068,660.491
1635,412.511
1655,627.759
1764,666.341
1765,660.008
1766,637.385
1872,581.85
2069,665.449
1674,592.333
1773,667.175
1774,666.163
1842,637.765
2127,637.376
2308,664.628
2070,579.248
1788,663.487
2071,638.174
1571,642.896
1609,641.099
1658,649.47
1997,627.486
1998,602.984
2176,633.724
2325,420.909
1688,443.387
1779,664.371
2030,664.632
2031,663.017
2032,667.292
2073,449.52
2074,453.528
2075,647.21
1970,638.833
2038,650.046
2076,588.56
2080,666.237
2077,662.716
1793,660.149
1807,588.573
1559,666.614
2330,664.549
1708,664.146
2078,618.833
1652,606.412
1653,623.403
1575,618.721
1561,632.683
2079,665.588
1953,657.037
1955,660.876
2212,581.307
1993,667.266
1650,664.059
1847,623.971
2027,660.801
2213,663.253
2214,655.664
2081,651.609
1980,547.064
1985,667.079
2082,561.729
2192,603.77
1580,377.062
1682,637.183
1686,458.991
2086,663.063
2219,664.095
2336,638.816
2084,661.68
1605,666.848
1685,665.432
2085,665.401
2105,666.628
1762,639.03
2299,655.885
1611,667.273
2090,628.905
2087,611.832
1662,644.334
2088,557.411
1599,638.011
2089,420.84
2091,664.237
2141,628.395
1821,664.984
2092,626.543
2208,666.654
1810,667.08
2096,635.824
2282,432.971
2093,575.3
2338,648.306
2094,652.685
1633,667.248
1702,618.393
1703,665.702
2095,654.093
1631,663.66
2097,435.324
2329,663.878
2098,661.709
1626,438.259
1627,615.796
1914,639.892
1930,666.972
2034,589.165
2302,665.342
2099,667.187
1725,665.085
1726,618.894
1865,659.493
1866,666.363
2019,611.116
2100,667.275
2193,639.5
1850,664.742
2109,653.337
2233,661.86
2101,664.523
1745,591.645
1995,607.657
2036,646.836
2221,661.799
2220,658.791
2040,664.135
2102,658.523
1957,628.884
2204,655.594
2145,634.508
2158,663.193
2103,593.628
1663,601.777
2104,540.798
1987,667.469
2317,635.083
1548,646.204
1576,441.824
1591,615.118
1594,653.051
1603,632.765
1604,659.126
1678,656.826
1806,665.746
1945,641.773
2307,659.054
2106,440.891
2273,564.906
2107,291.084
1573,642.431
1614,661.161
2277,660.148
2172,612.454
2293,581.161
1550,662.234
1551,635.18
2110,652.843
2112,654.421
2320,656.299
1666,652.78
1819,649.542
1958,588.14
2280,562.019
2113,591.797
2314,661.747
2114,619.084
1894,662.888
1895,616.668
2115,654.961
1897,654.49
1896,646.619
2116,667.064
1809,665.199
1825,654.479
1854,627.46
2118,651.408
2119,655.821
2120,652.987
2175,638.912
2117,637.679
1849,663.352
1989,430.08
1867,667.822
1813,598.218
2121,470.739
1917,522.226
2122,555.761
1786,514.79
2180,653.438
2123,615.732
1654,605.899
1922,570.772
2124,421.574
1795,658.359
2126,578.375
1792,649.204
2235,648.313
1923,658.491
2128,564.089
1704,586.144
1848,569.951
2002,555.475
2285,667.499
2129,641.847
1778,667.003
2139,611.183
1768,575.512
2130,626.139
1684,640.307
1835,665.104
2132,344.507
2140,238.175
2271,520.898
2134,120.985
1710,156.713
2135,582.261
1671,661.867
2263,649.454
2136,533.661
2137,577.492
1812,662.586
2142,156.995
1567,666.956
2143,654.843
1775,666.254
1769,663.957
2144,367.025
1711,238.318
1869,567.907
2185,666.762
1780,660.336
1782,661.152
1859,595.155
1772,667.028
2148,645.791
2150,662.832
2179,647.601
1771,655.522
1707,664.106
1770,666.352
1808,666.404
2151,661.633
1675,662.505
1886,637.473
2152,653.598
2156,663.916
2155,641.037
1776,656.63
2153,622.107
2159,653.362
1749,557.869
1569,663.135
1557,662.186
2194,423.1
1601,666.552
1838,624.192
2017,594.99
1687,434.074
1732,667.837
1853,634.692
2160,617.93
1612,584.621
1722,662.559
1832,575.682
2161,533.237
2162,504.563
1578,331.156
1579,520.686
1899,462.923
2163,561.131
1974,652.103
2164,566.738
1818,646.142
2165,611.488
2015,570.432
2260,658.162
2166,591.3
1920,666.505
2288,662.436
2167,629.064
2181,628.224
2173,657.324
2168,662.724
2191,665.687
2169,665.133
2190,657.488
2170,663.259
1828,663.296
1830,667.016
2171,637.121
2300,667.977
1815,639.694
2046,390.843
1667,619.138
1646,667.374
2174,652.894
1553,619.756
1720,591.229
2234,616.403
2298,582.713
2177,554.154
2178,605.928
1949,622.572
1947,654.236
2188,663.873
1636,602.895
2010,662.774
2269,585.034
2182,413.233
2183,652.339
1668,621.096
2249,632.018
2184,1.664
1656,1.634
1669,659.93
1893,581.77
1916,666.499
2255,666.811
2186,662.455
1644,666.659
1645,662.919
2187,666.773
1672,640.101
2224,652.329
1814,667.011
2189,649.603
1588,630.452
2324,574.27
1623,660.651
1657,642.456
2195,439.715
2196,421.102
1560,664.565
2197,664.497
1555,665.583
1706,440.947
1740,630.717
1750,637.233
2198,296.658
2278,432.602
2199,663.908
2201,665.293
2202,666.922
2203,660.777
2200,658.243
1940,657.422
2033,654.575
2206,664.338
1787,660.516
1789,658.142
1822,641.34
1556,658.959
1747,664.664
