LearningRate,Timestep,KendallTau,MAP,a
0.01,7,0.7694916673730375,0.34392773779687197,1.5
0.01,8,0.7977142348157993,0.37522962849768404,1.5
0.01,9,0.7824882575212748,0.3631976198198413,1.5
0.01,7,0.7580568228095932,0.33620481307440486,1.1
0.01,8,0.7784362578584559,0.37032184972681637,1.1
0.01,9,0.7714245402049636,0.3383115698596874,1.1
0.01,7,0.7592547895914276,0.35350460004435297,1.2
0.01,8,0.7854413426230159,0.3830155511360732,1.2
0.01,9,0.7760845483727483,0.35693293248935476,1.2
0.01,7,0.7656047860575782,0.33765268991445996,1.3
0.01,8,0.7897355326390549,0.3703678990815426,1.3
0.01,9,0.7817096775989067,0.3702068196553965,1.3
0.01,7,0.7678995186262642,0.34434258550578467,1.4
0.01,8,0.7956092041870955,0.3833161538248404,1.4
0.01,9,0.7810830978143558,0.3669502362771012,1.4
0.01,7,0.7516588227417413,0.3245079058732512,1.0
0.01,8,0.7716309997752547,0.36788079281958197,1.0
0.01,9,0.7675825203487135,0.3374059128643956,1.0
0.01,7,0.7706993961259408,0.3450392068818191,1.6
0.01,8,0.7935273556773045,0.3540755579672486,1.6
0.01,9,0.7858126256772399,0.3610802886134624,1.6
0.01,7,0.7718856984970894,0.3584439299047344,1.7
0.01,8,0.8016312880901006,0.3768093378055326,1.7
0.01,9,0.7887040280680269,0.36248286984830047,1.7
0.01,7,0.771769253247851,0.3441072835954769,1.8
0.01,8,0.8046296918071288,0.3663076501510404,1.8
0.01,9,0.793753966795937,0.3511980739380045,1.8
0.01,7,0.7719536206854396,0.35002922709704026,1.9
0.01,8,0.8003229118628079,0.3572085170930271,1.9
0.01,9,0.7936613805755458,0.3743515041857029,1.9
0.005,7,0.8229666030076732,0.424622761692083,1.5
0.005,8,0.8396409919944114,0.5570547406311861,1.5
0.005,9,0.8176987355082919,0.4718733344801711,1.5
0.005,7,0.8172757824423945,0.4158872544483567,1.1
0.005,8,0.8381820326547265,0.5988435954505459,1.1
0.005,9,0.8094649210225362,0.453221985373124,1.1
0.005,7,0.8204246617638734,0.4144622551876787,1.2
0.005,8,0.8383821416160513,0.5913198853186625,1.2
0.005,9,0.8126034762124935,0.46013260742936724,1.2
0.005,7,0.8210157366171423,0.3963762852472854,1.3
0.005,8,0.8418143610262813,0.5837474719841125,1.3
0.005,9,0.8163989585819388,0.48412698888838124,1.3
0.005,7,0.8240267820308157,0.42626751577692945,1.4
0.005,8,0.8428743622840271,0.5841540649272267,1.4
0.005,9,0.8170929636948839,0.48274775313164153,1.4
0.005,7,0.8137808251332566,0.40897865434800185,1.0
0.005,8,0.8305307286225324,0.5813203480197556,1.0
0.005,9,0.8029226542308731,0.44992567709699277,1.0
0.005,7,0.821565114497941,0.41997344790409646,1.6
0.005,8,0.8457666786310997,0.5682329817637258,1.6
0.005,9,0.8213477425570433,0.4553422403501537,1.6
0.005,7,0.8187484493719444,0.4251429050294724,1.7
0.005,8,0.8431078464830594,0.5561042103473357,1.7
0.005,9,0.8228674950119876,0.4474067504963254,1.7
0.005,7,0.8183850859968279,0.4237990826866781,1.8
0.005,8,0.8414405971417757,0.5456949125233599,1.8
0.005,9,0.8234157899297102,0.4797790053651938,1.8
0.005,7,0.8184219842530911,0.410757372636817,1.9
0.005,8,0.8421158893481664,0.5687148656827926,1.9
0.005,9,0.8250916006430398,0.45506353746954287,1.9
0.001,7,0.7521973893852781,0.20334457279555523,1.5
0.001,8,0.7505485816373038,0.17953600721829788,1.5
0.001,9,0.7739143174637729,0.28827574017132285,1.5
0.001,7,0.7227540640967339,0.17917173600283665,1.1
0.001,8,0.7269678046449204,0.17680472742416417,1.1
0.001,9,0.7625475139811673,0.2979096703747528,1.1
0.001,7,0.7312233096476374,0.18593366488693727,1.2
0.001,8,0.7325027627549179,0.17817982259104334,1.2
0.001,9,0.7660205318762766,0.28697489219852046,1.2
0.001,7,0.741366673777769,0.1940624866895307,1.3
0.001,8,0.7401513653928706,0.17854554703253428,1.3
0.001,9,0.7744259206321426,0.3133966832193855,1.3
0.001,7,0.7485568199613828,0.19670293501613131,1.4
0.001,8,0.7404554104452141,0.17427436604464303,1.4
0.001,9,0.774448605681207,0.2999425329722342,1.4
0.001,7,0.7150414566345937,0.17916015636244964,1.0
0.001,8,0.7173779421572639,0.17513918757341018,1.0
0.001,9,0.7520533910010618,0.27704411812640384,1.0
0.001,7,0.7549974085744762,0.21914928775349368,1.6
0.001,8,0.7497577657107448,0.17673203074305147,1.6
0.001,9,0.7796018396964361,0.29124904045598304,1.6
0.001,7,0.7588277542834894,0.20419560435752393,1.7
0.001,8,0.7497446625916518,0.17783601418735817,1.7
0.001,9,0.7801400192837921,0.27674224077038656,1.7
0.001,7,0.7611475353073766,0.20500946904225414,1.8
0.001,8,0.7556616877802719,0.18134652463619838,1.8
0.001,9,0.7817853725549347,0.28835859356902926,1.8
0.001,7,0.7625236457333873,0.20520868759044675,1.9
0.001,8,0.7565579407503096,0.1813366809443671,1.9
0.001,9,0.7854018624878474,0.29088631500736395,1.9
0.0005,7,0.7405189396376659,0.21539829667937213,1.5
0.0005,8,0.7383785820783327,0.1607864253963799,1.5
0.0005,9,0.661859456448573,0.27165595547070037,1.5
0.0005,7,0.7185306138932331,0.17701393915333524,1.1
0.0005,8,0.722820438787813,0.15836181738409283,1.1
0.0005,9,0.6524003312968283,0.2771123614091467,1.1
0.0005,7,0.7268136639830614,0.18607904621979576,1.2
0.0005,8,0.7257387923430814,0.15957291921437142,1.2
