Timestep,KendallTau,MAP,a
7,0.7683649051548753,0.461638853266291,1.0
8,0.758720242937077,0.4583544176538017,1.0
9,0.8066307889878275,0.24902659868905455,1.0
7,0.7696552530736891,0.4552340946846175,1.1
9,0.8092346531843352,0.2505301544680406,1.1
8,0.7630315545131666,0.4680982127531361,1.1
8,0.7666530203934436,0.4530928675784076,1.2
7,0.7705217060464462,0.466181875320145,1.2
9,0.8135779595660265,0.2801754905466222,1.2
7,0.7713906279570982,0.4594338977162564,1.3
9,0.8165067232496711,0.30437484807854853,1.3
8,0.7687114940402929,0.46071886330048073,1.3
9,0.8208503304244885,0.3682112640101626,1.4
7,0.7737217478793675,0.4725090298747597,1.4
8,0.7690285338113674,0.4678866801566687,1.4
8,0.7691360615750872,0.46588544839039625,1.5
7,0.7748441871318777,0.4698589950559098,1.5
9,0.8290050979833453,0.44367070742480397,1.5
7,0.7749632216885946,0.4675234010325902,1.6
8,0.768650169151837,0.4492093569237734,1.6
9,0.8359577665969928,0.44654750169236096,1.6
7,0.7781212158349614,0.46434963515049194,1.7
8,0.7699049556548798,0.46373717846012985,1.7
9,0.8421413407265302,0.4554789595897324,1.7
7,0.778942491812607,0.47945616502244814,1.8
8,0.770556644238653,0.46094830776819706,1.8
9,0.8453730326707578,0.4560686121826711,1.8
