Timestep,KendallTau,MAP,a
7,0.787986495867072,0.867823259201238,1.0
8,0.7884044456958931,0.8525623107088857,1.0
9,0.7957865837461716,0.8330140943821224,1.0
7,0.8032361540121897,0.9054373954219669,1.1
9,0.8013726651745274,0.8737965863987134,1.1
8,0.789691763156046,0.8601868882186137,1.1
8,0.7998610448218619,0.8802247703713785,1.2
7,0.8100177316593085,0.9057497940063874,1.2
9,0.8122461346505885,0.8698600136415074,1.2
7,0.8173898761607908,0.9310712681530966,1.3
9,0.82266956616581,0.8403374964264758,1.3
8,0.8093591526852072,0.9012322622245212,1.3
9,0.8213335294125387,0.8782518998217667,1.4
7,0.812033178922028,0.8992007146160123,1.4
8,0.820018237939013,0.9138044318444026,1.4
8,0.8164073128315916,0.9052166526222086,1.5
7,0.8083570923530182,0.8737535174125485,1.5
9,0.828964251771217,0.9117380233454847,1.5
7,0.8098293000938598,0.9031153747368319,1.6
8,0.810573996718423,0.8897211971850354,1.6
9,0.824851953525057,0.9098597931540305,1.6
7,0.8006739841578472,0.8978963417802126,1.7
8,0.8018475101461381,0.8985370998872565,1.7
9,0.8239028086280871,0.8793712616666808,1.7
7,0.7869009461760808,0.8906425123336921,1.8
8,0.7852921419815283,0.9047314663582354,1.8
9,0.8092722302824938,0.8788384916799378,1.8
