Timestep,KendallTau,MAP,a
8,0.8163603240840145,0.4461898395721925,1.0
9,0.8120392427546262,0.647410699817117,1.0
10,0.7623269370475173,0.43962064574225285,1.0
8,0.8194423577427679,0.4459619972390869,1.1
10,0.7630419782244702,0.5721848044428689,1.1
9,0.8119060777311956,0.620850985022108,1.1
9,0.8105941713240356,0.7174815380697732,1.2
8,0.7988026531865964,0.3566449915315182,1.2
10,0.7614477793214246,0.5591977914558559,1.2
8,0.7926081540751767,0.4145058298801614,1.3
10,0.7555361551059923,0.5169233991814637,1.3
9,0.7921285204970431,0.6117830621289118,1.3
10,0.7396238100948189,0.5376693199273843,1.4
8,0.7803329332485127,0.3808713074022191,1.4
9,0.8069864287043453,0.6325773110462105,1.4
9,0.7824879413811304,0.603593586913745,1.5
8,0.7691995934289803,0.39741839667658113,1.5
10,0.7278191707709517,0.5024933847514492,1.5
8,0.7534987295809217,0.41352252331023576,1.6
9,0.7813042569670252,0.5221021622207394,1.6
10,0.724612163857863,0.5169233991814637,1.6
8,0.7472183840416983,0.44734195796377874,1.7
9,0.7791084175521936,0.5345353742482929,1.7
10,0.7117021480940808,0.5169233991814637,1.7
8,0.742650860013172,0.49478168889933605,1.8
9,0.7503488725398267,0.615121913659463,1.8
10,0.6771753617490822,0.4172296979115161,1.8
8,0.7315175201936396,0.47549794234286213,1.9
9,0.7556180148193421,0.5785549863089969,1.9
10,0.6864825824159949,0.5838065160645806,1.9
