Timestep,KendallTau,MAP,a
7,0.7464112975951297,0.17279896731712877,1.0
8,0.7316187774853088,0.2098604436626904,1.0
9,0.7960505577131796,0.27723772057246865,1.0
7,0.7477456949487897,0.17261601266983143,1.1
9,0.7961224736827033,0.272800910833073,1.1
8,0.728764909410554,0.20857214144583497,1.1
8,0.7231179855828669,0.20990059099485747,1.2
7,0.7476646907993143,0.17265347307946183,1.2
9,0.7955298161380715,0.2667158498118662,1.2
7,0.7481488834308667,0.17284597870513194,1.3
9,0.7977778125929484,0.26572906828849824,1.3
8,0.7194451580116583,0.20881581785366726,1.3
9,0.799087530168239,0.27248679872943066,1.4
7,0.7477580392829097,0.17227185484992247,1.4
8,0.715347933920811,0.21046269209264457,1.4
8,0.7106818456832151,0.2098083164794216,1.5
7,0.7484093856272007,0.17283642772675917,1.5
9,0.79776723672626,0.2657740374883629,1.5
7,0.7470983991214634,0.17244965152957253,1.6
8,0.7042981268228242,0.20998998570717414,1.6
9,0.7971224903783047,0.2664642289639283,1.6
7,0.7493483523582112,0.17284586614110556,1.7
8,0.6998222409659967,0.20896142061566425,1.7
9,0.7937495818557421,0.26584871526427556,1.7
7,0.7476436268279699,0.17220546382892923,1.8
8,0.6956283548168342,0.20982153017741847,1.8
9,0.7897447252412897,0.26593804464461135,1.8
