Timestep,KendallTau,MAP,a
7,0.7881331821549585,0.642845860308138,1.0
8,0.7869874550640259,0.707162411464463,1.0
9,0.790418960376258,0.6098201522610829,1.0
7,0.7999583260335117,0.6704180374279067,1.1
9,0.7968120578359966,0.6445716399345306,1.1
8,0.7858979370362104,0.6845930995144025,1.1
8,0.7940285818628775,0.7350796459202598,1.2
7,0.7942698579174531,0.6788303525112245,1.2
9,0.8019934019660209,0.7125347317711108,1.2
7,0.8054327838438108,0.7236827467579029,1.3
9,0.8118115716874544,0.6674922569738283,1.3
8,0.7988737574998596,0.7197863937062137,1.3
9,0.8144087329108307,0.686038170089779,1.4
7,0.8009176155232306,0.7063735998515426,1.4
8,0.8128695203845737,0.7883434078607394,1.4
8,0.8003272691253785,0.7718815642789149,1.5
7,0.7976743120174618,0.6739747573079787,1.5
9,0.8102964346646707,0.6887643037456317,1.5
7,0.8007733616362959,0.6709904284719644,1.6
8,0.7993116442301706,0.7514384699290476,1.6
9,0.817680643232026,0.7403076983789754,1.6
7,0.7866413428284268,0.7787192259085304,1.7
8,0.7873032855465278,0.7299763083566007,1.7
9,0.8090896122973015,0.6543122292813266,1.7
7,0.7722271202328954,0.6899227828577904,1.8
8,0.7753369813347807,0.7168854817558126,1.8
9,0.8010925003039381,0.7229788096518073,1.8
