0,-2.598853
1,-3.356948
16,-3.120459
17,-0.026689397
30,0.10272196
31,0.04471375
44,-1.2594568
45,-2.3179803
62,-3.5119796
63,-1.352842
78,-1.1775112
79,-1.1272584
92,0.111407295
93,-0.3692837
108,-3.306862
109,-2.5180926
124,0.08897999
125,-0.21740432
140,0.09767371
141,-3.218031
156,0.10206327
157,0.068596445
172,-0.3057668
173,-0.039157197
188,0.0884078
189,0.11550358
202,-2.7515473
203,-1.1842989
216,-0.090459764
217,-0.0610353
232,-0.22393802
233,0.07466745
246,-2.3302143
247,-3.5245728
260,0.099561036
261,-1.9162912
274,0.07241558
275,-0.09477045
290,0.08634733
291,-2.388105
306,0.051425543
307,-2.357207
322,-3.400281
323,-3.2942934
338,-3.0727675
339,-2.937221
354,-1.6772602
355,-1.6772602
368,-3.3903656
369,-3.3380413
384,-0.021600643
385,-1.2646276
400,-0.07562274
401,-2.664843
416,-0.19052406
417,0.08577067
432,-3.526757
433,-1.8162122
448,-1.4056284
449,-2.2412338
464,-1.4330604
465,-1.4902933
480,-1.930304
481,-2.6637955
496,0.022016017
497,-0.9354884
510,0.011186218
511,0.060206357
526,0.054340087
527,-0.06900397
540,-0.15175469
541,-0.42198378
554,-1.0713532
555,-3.0267935
570,0.081905656
571,0.06819343
586,0.04390197
587,0.0036187232
602,-0.09162245
603,-1.3260177
616,-0.35538524
617,-0.22465734
632,0.022242414
633,-3.1594262
646,-2.6394136
647,-1.2460039
662,-0.04459729
663,-0.648451
678,0.078530684
679,-0.60010666
692,-1.058443
693,-2.3863323
708,-0.02973074
709,-0.7126218
724,0.09741091
725,-0.8449275
740,-0.81895924
741,-1.4880433
756,0.052224472
757,-1.0151756
770,-0.14457141
771,-0.39712077
786,-0.22999002
800,-0.21329318
801,-0.46682394
814,0.012895146
815,-0.23010539
830,0.10237534
831,-1.2486252
846,-1.9532379
847,-2.0991201
862,0.0765693
863,-0.06721466
876,0.0048800395
877,-0.0047488525
892,-3.526758
893,-3.1356063
908,0.02234483
909,-0.27970237
924,0.024558825
940,-0.109674364
941,-0.26717597
956,0.03403047
957,-0.26294267
972,-9.812556e-05
973,-0.2239628
986,-0.038265042
987,-1.3845428
1002,0.036915243
1003,-0.7194198
1018,-1.3459618
1019,-1.8222164
1032,-1.0505285
1033,-1.4224991
1046,-1.3961582
1047,-1.8595861
1062,-0.002289684
1063,-2.863755
1078,0.0878424
1079,-0.3136015
1094,0.07092693
1095,-2.0685158
1110,-0.97503227
1111,-3.436192
1126,-0.061838605
1127,-1.0110564
1142,-0.4408594
1143,-0.6352205
1158,-0.9830427
1159,-0.9108127
1172,-1.1801137
1188,0.01208551
1189,-0.21933614
1204,-0.028440485
1205,-0.38320616
1220,0.03672424
1221,-1.4326885
1234,-0.15567198
1235,-1.5440576
1250,-0.18523033
1251,-0.10321113
1266,-0.040602066
1267,-0.87624156
1280,0.043098986
1281,-0.9467908
1296,-0.038068328
1297,-0.26855934
1312,0.027010253
1313,-0.21212777
1328,0.025204519
1329,-0.056992203
1344,-0.8602274
1345,-0.011390524
1360,0.041528318
1361,-1.2845173
1374,0.073600784
1375,-0.709487
1390,0.045361847
1391,-1.8124974
1406,-0.45097354
1407,-3.3491201
1422,-2.1504984
1423,-1.5800982
1438,-1.4027823
1439,-1.4084729
1454,0.023513855
1455,-0.3866066
1470,0.03168218
1471,-0.8578099
1484,0.06140968
1485,-0.18966724
1500,-0.0118575115
1501,-0.28775358
1516,-0.022028314
1517,-0.012209358
1532,-1.2721096
1533,-1.2473768
1548,-0.80125695
1549,-1.3657079
1564,-2.539799
1565,-1.827469
1580,0.015567606
1581,-1.0951859
1596,-2.0780976
1597,-2.144532
1612,0.08599517
1613,-0.13205807
1626,-0.01608249
1627,-0.21502507
1644,-2.1566155
1645,-1.7688859
1658,-0.9896119
1674,-2.566856
1675,-2.0100617
1688,-1.4668566
1689,-3.2006266
1704,0.049740966
1705,-1.274339
1724,-0.18223493
1725,-0.3860744
1740,-2.579935
1741,-2.4890656
1754,0.06572925
1755,-0.16680957
1768,-0.05557406
1769,-0.6261698
1784,-0.02526402
1785,-1.121385
1800,-1.0571117
1801,-0.036855623
