15,-1.4091704
77,-0.8185714
123,-1.7929264
139,-3.4519482
155,-1.8285642
187,-1.9388967
201,0.015539376
289,-1.0574294
305,-2.3856947
321,-0.38040188
337,-1.7846193
353,-0.9634473
383,-1.1070071
399,-2.659399
415,-1.6728975
431,-2.112738
447,-0.44372863
463,-0.42151713
495,-0.48533103
569,-3.396636
585,-0.53731805
601,-0.8372567
631,-2.0866947
661,-1.610757
677,-1.1513332
707,-1.7768059
723,-1.9220104
755,-1.1243668
785,-2.4940195
799,-2.7179685
829,-0.92317605
845,-0.2572012
861,-3.396636
907,0.0049870224
923,-1.953228
939,-0.58441716
971,-1.0792115
1017,-0.70947134
1061,-0.80260533
1077,-2.025184
1093,-1.403523
1109,-0.76304126
1141,-3.487174
1157,-2.7888246
1187,-1.4479315
1203,-2.1493683
1219,-1.0876355
1249,-2.1257842
1295,-0.37298805
1311,-0.53998446
1327,-2.160544
1343,-0.9721846
1359,-0.46585456
1389,-0.83174497
1405,-0.09736322
1421,-3.487174
1453,-1.1689488
1499,-0.5303274
1531,-2.7252514
1547,-1.5481828
1579,-3.396636
1643,-0.31123555
1657,-3.487174
1673,-1.8690596
1687,-0.8142764
1703,-0.868722
1722,-0.53002197
1723,-0.71596485
1739,-2.846017
1753,-0.46829844
1767,-0.75568074
1783,-0.98702276
1815,-1.3362613
1831,-1.6385775
1863,-1.5022459
1881,-1.2196776
1897,-2.122903
1913,-1.0324619
1945,-1.8098714
1959,-1.1070071
1984,-0.22684886
1985,-0.21976042
2001,-0.900107
2017,-1.9162314
2049,-3.487174
2065,-0.48051253
2081,-0.3916681
2113,-0.34475863
2143,-3.487174
2159,-0.25994563
2175,-1.1292269
2191,-1.0413029
2205,-3.4521124
2223,0.017165078
2239,-2.459091
2255,-1.824774
2285,-0.052472837
2317,-2.1578095
2333,-2.8691523
2349,-0.40362564
2379,-1.7972863
2395,0.00605066
2409,-1.2824097
2425,-0.3609716
2441,-1.3643218
2457,-0.78755534
2473,-3.4065132
2507,-3.487174
2523,-0.2568602
2539,-1.7726011
2569,-1.9116516
2583,-1.2013822
2599,-2.160544
2618,-2.0839014
2619,-0.5406989
2635,-0.66980463
2651,-1.1934967
2667,-1.953228
2715,-0.69146526
2747,-0.8613968
2763,-1.9578023
2779,-3.487174
2795,-1.548084
2809,-1.301367
2825,-1.9437194
2857,-3.487174
2873,-3.487174
