5,-1.7635005
6,-0.7141738
21,-1.3132914
22,-0.7831263
35,-1.3587228
36,-0.5525734
50,-0.37602538
51,-0.33887655
67,-1.1457548
68,-0.70082855
83,-1.3193967
84,-0.24879901
97,-0.13592874
98,-0.30875337
113,-0.8914559
114,-1.3783997
129,-0.10139443
130,-0.05107835
145,-0.028012978
146,-0.16809778
162,-0.005066754
163,0.019898338
177,-0.86374706
178,0.00980298
193,-0.06446325
207,-0.18969764
208,-1.227986
221,-2.0045865
222,0.06089752
237,-0.2105621
238,-0.10186288
251,-0.56339663
252,-0.44749773
266,-1.3486923
279,-0.6715889
280,-0.09195851
295,-1.8660636
296,-1.561776
311,-0.15938483
312,-2.5560763
327,-0.50743103
328,0.018546408
343,-0.6737601
344,-0.9219589
359,0.045334525
360,-0.15199806
373,-2.2270076
374,-0.88612026
389,-0.27362153
390,-0.2864955
405,-1.8190682
406,-0.033776842
421,-0.8410346
422,-1.05936
437,0.03770584
438,-0.06680715
453,-0.06997609
454,-0.36461467
469,-1.1748598
470,-0.5923407
485,-0.6310848
486,-3.2126532
501,-1.0072
515,-0.3752179
516,-0.39330733
531,-0.42016426
532,-1.0915036
545,-0.43338358
546,-0.27785656
559,-0.86282945
560,-1.0438775
575,-0.4877966
576,-0.52806467
591,-0.3589492
592,-1.1161393
607,-0.18189135
608,-0.4224639
621,-0.22025463
622,-1.0099819
637,-1.3306026
651,-1.1178136
652,-3.497116
667,-1.0139374
668,-0.24500254
683,0.05437351
684,-1.3536361
697,-0.001932086
698,-0.27684823
713,-0.012482012
714,-0.06596402
729,-2.717894
730,-1.1307573
745,-0.2327357
746,-0.6390077
761,-1.2159789
762,0.0648416
775,-1.54957
776,-0.33023715
805,-1.4780205
806,-0.8837518
819,-0.4185596
820,-0.54984164
835,-0.77364767
836,-0.4268353
851,-0.025988447
852,0.06536322
867,-0.06315623
868,-0.06557959
881,-1.700292
882,-1.6346653
897,-0.17203626
898,-0.36467114
913,-0.04548093
914,-2.5865319
929,0.020059204
930,-0.00041946163
945,-0.27596575
946,-0.61750704
961,-1.2247441
962,-0.8393952
977,-0.4616629
978,-0.42454398
991,-0.03527403
992,0.055043966
1007,-0.6335544
1008,-0.58259463
1023,-0.7220593
1024,-0.13429776
1037,-0.7785456
1038,-0.4861291
1051,-0.20981443
1052,-0.12694626
1067,0.05751274
1068,0.075054064
1083,-1.5259049
1084,-1.5887985
1099,-0.28549138
1100,-0.37597877
1115,-1.0844263
1116,-1.1783332
1131,-0.9351203
1132,-0.22414061
1147,-0.882223
1148,-1.0930295
1163,-0.36454374
1164,0.05305538
1177,-0.19483188
1178,-0.28718767
1193,-2.9823058
1194,-0.552839
1209,-1.0887741
1210,0.0413112
1225,-3.497116
1226,-0.07161429
1239,-0.59089017
1240,-0.80138123
1255,-0.8078365
1256,-0.3969626
1271,-1.8518217
1272,-0.4301937
1285,-0.22855714
1286,-0.4929327
1301,-0.22140086
1302,-0.35862204
1317,-0.10450314
1318,0.01416277
1333,0.056671157
1334,-0.020599933
1349,-0.08215901
1350,-0.5383224
1365,-1.8272599
1366,-2.8830523
1379,-0.7775045
1380,-0.5924793
1395,-0.24467073
1396,-0.26127893
1411,-0.82085496
1427,-1.0272622
1428,-0.05908683
1443,-0.7800684
1444,-0.6902897
1459,-1.9370661
