Timestep,KendallTau,MAP,a
7,0.7693185088090715,0.3144258840415436,1.0
8,0.8170150654512722,0.433838470273069,1.0
9,0.8049878149149697,0.30518048411977927,1.0
7,0.7753783127430608,0.3034842148743349,1.1
9,0.8081099153301046,0.3105596763888203,1.1
8,0.8170900750363028,0.3536641761839528,1.1
8,0.8211334515876794,0.35403278905256563,1.2
7,0.7764070000619164,0.30674322501698587,1.2
9,0.8085372439676869,0.31905586293254,1.2
7,0.784976511089463,0.302989771224899,1.3
9,0.7927244425740649,0.32267155713754553,1.3
8,0.8177434203120584,0.35403278905256563,1.3
9,0.7900582686658376,0.297656652647875,1.4
7,0.7802874900981001,0.3144258840415436,1.4
8,0.8149196691150542,0.34903516582712457,1.4
8,0.7977766043874411,0.34234969374475177,1.5
7,0.7807530293661376,0.3144258840415436,1.5
9,0.7820286207878384,0.31824124498116857,1.5
7,0.7786803442873206,0.3084474120896903,1.6
8,0.7828361744060143,0.3692472326256974,1.6
9,0.7715876721483024,0.30208418254879704,1.6
7,0.7792478450343749,0.30293794158999965,1.7
8,0.7806087773873861,0.3464050480302516,1.7
9,0.7597586987259536,0.3302375340779009,1.7
7,0.7749640482510285,0.299305185044061,1.8
8,0.7792215345659831,0.3735766539884437,1.8
9,0.7422968517493619,0.2844621170789383,1.8
