Timestep,KendallTau,MAP,a
7,0.867470630154039,0.8963328416814695,1.0
8,0.8578091408503079,0.6309101536997402,1.0
9,0.8506003044292785,0.5876420081551288,1.0
7,0.8719180653410259,0.8953552576654069,1.1
9,0.8488531620125616,0.5934637188809841,1.1
8,0.8601924713811306,0.6521484831233249,1.1
8,0.8591672615186597,0.6245516580985492,1.2
7,0.8755149083111884,0.8714394991454945,1.2
9,0.8473508082404847,0.5964736950411076,1.2
7,0.8779616039798792,0.9064563123358715,1.3
9,0.8494762432171856,0.6440919550333857,1.3
8,0.8575258118525184,0.6606523821626971,1.3
9,0.8499101733956149,0.6214737992301064,1.4
7,0.8808562217288747,0.8694613407357743,1.4
8,0.85450154385589,0.6065354582922337,1.4
8,0.8503251297760933,0.6291106468410989,1.5
7,0.8817396945109477,0.872353899993553,1.5
9,0.8474054797579266,0.6239390880345923,1.5
7,0.8829302594177182,0.8957668337516357,1.6
8,0.8456918017798736,0.6317371912455277,1.6
9,0.8429371108360363,0.599192486511342,1.6
7,0.8822425243227202,0.8704550686074721,1.7
8,0.8430613410880271,0.6348510606957825,1.7
9,0.8406176128567932,0.6381438733943054,1.7
7,0.8815212536911273,0.9085627582401188,1.8
8,0.8406046750706418,0.6276728010521985,1.8
9,0.8342515516186223,0.6332864702290563,1.8
