Timestep,KendallTau,MAP,a
7,0.6552180461704046,0.795187231258127,1.0
8,0.631624305256852,0.7035930817511327,1.0
9,0.6780381014602647,0.7284131165050767,1.0
7,0.6559411099979224,0.80836551411348,1.1
9,0.6760474334517352,0.7537491498251934,1.1
8,0.6298031185006584,0.6698581931973353,1.1
8,0.627375616422156,0.7132128936591681,1.2
7,0.6550583871001096,0.7693978004245379,1.2
9,0.6708884203927636,0.6409712735912395,1.2
7,0.655588505601573,0.8023444555960453,1.3
9,0.6637226986217202,0.5657138214703845,1.3
8,0.6240612669841499,0.682547593905276,1.3
9,0.6567791338083064,0.43639316292776126,1.4
7,0.6538824769660906,0.7636030689514035,1.4
8,0.6206423808130683,0.6709656515958601,1.4
8,0.6155097381784513,0.6712001654767548,1.5
7,0.6540246171607214,0.7977053471096633,1.5
9,0.6496060449773267,0.34740839556041325,1.5
7,0.6536712203703949,0.7873033479211909,1.6
8,0.6133454055742698,0.7168136237375199,1.6
9,0.6439383216380288,0.3506490012005222,1.6
7,0.6515467611085897,0.8103700321858324,1.7
8,0.6124906906240764,0.6768910302099137,1.7
9,0.637632887841338,0.3423210878763918,1.7
7,0.650633979400379,0.7709495416017255,1.8
8,0.6125312796047265,0.6996875956440978,1.8
9,0.6314572227198881,0.3317421270608521,1.8
