Timestep,KendallTau,MAP,a
7,0.7817418432387324,0.25684720284978196,1.0
8,0.7684181696514825,0.23084495087432966,1.0
9,0.6967318431810776,0.30854876579030105,1.0
7,0.7889000912309397,0.26290508964672066,1.1
9,0.6993523343695667,0.29689242400210214,1.1
8,0.7755087934683389,0.22903776292551725,1.1
8,0.7810959982905213,0.23292619237229978,1.2
7,0.7955158807623587,0.2769186649598849,1.2
9,0.7024476405331087,0.29718231512597676,1.2
7,0.7992039090786278,0.27006741485894176,1.3
9,0.7046326813640594,0.3040554001181557,1.3
8,0.7851177561123279,0.23675674221233495,1.3
9,0.7028510590205658,0.30049756974871833,1.4
7,0.8025755631034435,0.2785243751109391,1.4
8,0.7846842195870729,0.23400357501653046,1.4
8,0.7870948783401044,0.23165741789011207,1.5
7,0.8025440531899026,0.29017727135095484,1.5
9,0.7040601822796579,0.30243462550851297,1.5
7,0.800663612339861,0.29064310907284124,1.6
8,0.7864277340742488,0.22864727759694098,1.6
9,0.7051672807411337,0.30062700878629234,1.6
7,0.7974035134975586,0.2922016803027003,1.7
8,0.7866216012910331,0.23138000221628358,1.7
9,0.7064454866874446,0.3028708475895031,1.7
7,0.79952487640172,0.30083154065068446,1.8
8,0.7839823471594277,0.23037062517764334,1.8
9,0.7105493221743572,0.31427839476988745,1.8
