Timestep,KendallTau,MAP,a
7,0.8685481157532323,0.815067841604403,1.0
8,0.865913973511605,0.859484203873135,1.0
9,0.8415166638387407,0.7948267929783418,1.0
7,0.8733751723867127,0.7998340622246248,1.1
9,0.8437085777813502,0.793789656822531,1.1
8,0.8748312536859199,0.8531532181743545,1.1
8,0.8787161047618688,0.8322089104438681,1.2
7,0.8733881490534079,0.8486726078941883,1.2
9,0.8465138066224203,0.7860086604843689,1.2
7,0.8726703170671859,0.7852799720964537,1.3
9,0.846502706768765,0.7765858094713148,1.3
8,0.8810391376381805,0.8225561252425899,1.3
9,0.8508124352908516,0.7456862385455874,1.4
7,0.876730561390472,0.7679813225065597,1.4
8,0.8815289702173937,0.8471741739054839,1.4
8,0.8850914912846547,0.788141196270238,1.5
7,0.8769523284432766,0.7503717829932538,1.5
9,0.852015899728703,0.7633895002150014,1.5
7,0.8718631308504498,0.7805930231938253,1.6
8,0.8840347976519524,0.7331800914054599,1.6
9,0.855232244761469,0.7441825520074057,1.6
7,0.8697440558343812,0.6889815083497629,1.7
8,0.8844230024218733,0.7212874304782766,1.7
9,0.8553206099577293,0.7396158684530981,1.7
7,0.8708856418062333,0.7081169531685725,1.8
8,0.8811191462123041,0.6925521796458606,1.8
9,0.8567829112859285,0.733960959085064,1.8
