Timestep,KendallTau,MAP,a
7,0.8052020093519096,0.5443951837087362,1.0
8,0.7481250441771545,0.6155785144713065,1.0
8,0.779487384666594,0.6571561095770844,1.1
7,0.8306884457567069,0.5568371197902906,1.1
8,0.786447023512678,0.5941934015457438,1.2
7,0.8367684960165916,0.5138511251626303,1.2
7,0.8381806580627434,0.5036249505712698,1.3
8,0.8035844578266151,0.6154286597938762,1.3
8,0.8244459711995182,0.5821982214552732,1.4
7,0.8292911050540178,0.4962994274957121,1.4
8,0.8333235715193691,0.5517947807382093,1.5
7,0.825847334885024,0.5002228610470403,1.5
7,0.8152795952158028,0.48431306353933185,1.6
8,0.833942057370181,0.588491252185533,1.6
7,0.8077354843214526,0.4904744986248396,1.7
8,0.8376066162334602,0.6047979354046534,1.7
7,0.8042069122062984,0.4601622140800469,1.8
8,0.8369185556083631,0.5676362999957846,1.8
