Timestep,KendallTau,MAP,a
7,0.7393098861000472,0.8654750786828154,1.0
8,0.7516266823926547,0.8390161422314057,1.0
9,0.7530136852013692,0.8341250427416533,1.0
7,0.7511194905761426,0.8988633564260426,1.1
9,0.7631957875274165,0.8713383436937967,1.1
8,0.7509307444859183,0.8535034438993685,1.1
8,0.7572757399866368,0.8651551560345521,1.2
7,0.7601214151622138,0.8964976377701406,1.2
9,0.7657489599442079,0.856888211397286,1.2
7,0.7746344555769514,0.9220272768144291,1.3
9,0.7782032725165161,0.8386754420014627,1.3
8,0.7689779692498174,0.8754615192531403,1.3
9,0.7811707776238862,0.8706825603093055,1.4
7,0.7785101784193822,0.9064202540539266,1.4
8,0.7895310601333162,0.9107904571779349,1.4
8,0.7806180171466434,0.8943349150965316,1.5
7,0.7867671371962373,0.8915159330779395,1.5
9,0.7937688054737009,0.8969879244973942,1.5
7,0.7915491269773082,0.918774429216751,1.6
8,0.7862118462466758,0.8940148557950476,1.6
9,0.8004919088734174,0.9078520221629772,1.6
7,0.7859120622110783,0.9181515732914819,1.7
8,0.7805293883571431,0.8945926752024108,1.7
9,0.7963941876053348,0.9087333915783308,1.7
7,0.7809624944972712,0.9000015684161042,1.8
8,0.7778600523526892,0.9048193113587779,1.8
9,0.7951649973468751,0.8970324317877858,1.8
