Timestep,KendallTau,MAP,a
7,0.7724087735107867,0.5451545849284631,1.0
8,0.7556729013251002,0.60948796022303,1.0
8,0.7590423046249535,0.6283898262132412,1.1
7,0.7959464030467196,0.5421131448975895,1.1
8,0.7740629083507787,0.5719212872664128,1.2
7,0.7980007549319635,0.5326749718711595,1.2
7,0.7975637709702117,0.5390256440223374,1.3
8,0.775580112847358,0.5759228895316556,1.3
8,0.7885116722852592,0.5941056653039106,1.4
7,0.7926055839575072,0.47726458237723074,1.4
8,0.7848487722614322,0.5508663198966196,1.5
7,0.7818653060015809,0.5004067075276808,1.5
7,0.7811462393793702,0.4891577033731036,1.6
8,0.7903287332971156,0.598816386298275,1.6
7,0.7760878854670874,0.46790351293565674,1.7
8,0.7931527706205416,0.5918602891716057,1.7
7,0.7734145414776583,0.4265383067259176,1.8
8,0.7925038311329776,0.5664269324454381,1.8
