Timestep,KendallTau,MAP,a
7,0.8422772045021752,0.4782207593782887,1.0
8,0.8268598376586612,0.3693245562848807,1.0
9,0.8704728365674577,0.7106999448455833,1.0
7,0.846499440381657,0.48162211992250636,1.1
9,0.8710566305837155,0.8023133896043553,1.1
8,0.8303552108992255,0.35571396789412396,1.1
8,0.8335891848252381,0.371041226391327,1.2
7,0.8492252855460684,0.4893777151062842,1.2
9,0.8712590407819512,0.8302376191131939,1.2
7,0.8507123433539513,0.4801528330880216,1.3
9,0.8719250540538441,0.782093804812247,1.3
8,0.8350300692043202,0.37318777172379347,1.3
9,0.8707260131536159,0.7802308704249515,1.4
7,0.852576685189644,0.48986458957891177,1.4
8,0.8350645734357288,0.40924082022986963,1.4
8,0.8392863627592091,0.3782513173030754,1.5
7,0.8528119199747773,0.4859763545620665,1.5
9,0.8700700293767173,0.7834625050971165,1.5
7,0.8535194857492064,0.4548174111472602,1.6
8,0.8346708701116028,0.3894830685093884,1.6
9,0.8653311998287176,0.8279374034943003,1.6
7,0.8554558148191103,0.48668411725089833,1.7
8,0.8316722415039739,0.3609268426899978,1.7
9,0.8636780090649628,0.7790526671848926,1.7
7,0.8539418136786198,0.4673255484945305,1.8
8,0.8285411567615995,0.37795155836660066,1.8
9,0.8557727585985994,0.7989981385406251,1.8
