Timestep,KendallTau,MAP,a
7,0.8607087759056292,0.7597165505004008,1.0
8,0.8593290426943827,0.8163168110667418,1.0
9,0.8612912168227878,0.6908155061121667,1.0
7,0.8668065489955651,0.7507550097034438,1.1
9,0.8643990011688435,0.695889473287423,1.1
8,0.8685790651694869,0.7934099083855117,1.1
8,0.8735322896374169,0.7560168788504158,1.2
7,0.8679262326180887,0.7874411502170721,1.2
9,0.865776825700513,0.6675161467080852,1.2
7,0.8669374180110913,0.737732266120021,1.3
9,0.8658531810587705,0.6733569297753833,1.3
8,0.875020538775036,0.7479158586050837,1.3
9,0.8681279528325412,0.6875346278033156,1.4
7,0.868655288358431,0.7196760038564808,1.4
8,0.8760455183767097,0.7921991830898,1.4
8,0.8769140205221043,0.7171832381508194,1.5
7,0.8678460832721048,0.7058801848912121,1.5
9,0.8665001977223015,0.6917390391203527,1.5
7,0.8630074607755231,0.7333513688984792,1.6
8,0.8752321156584411,0.6695667005169493,1.6
9,0.8685883799466261,0.6837250834509854,1.6
7,0.8594083651079754,0.6507559792024944,1.7
8,0.8732754562428524,0.6394661137132727,1.7
9,0.8702768627455669,0.7118398177533276,1.7
7,0.859487701832141,0.6560942791429692,1.8
8,0.8693283493725417,0.6350219766731526,1.8
9,0.868805337324207,0.6750495342625962,1.8
