Timestep,KendallTau,MAP,a
7,0.8494262856540578,0.8130369426299259,1.0
8,0.8478198351151415,0.8233213397278463,1.0
9,0.8443118616105396,0.7698873170850503,1.0
7,0.8550203869556737,0.8223973410503793,1.1
9,0.8531180894355296,0.7806174597868663,1.1
8,0.8543845689249189,0.8190027607775264,1.1
8,0.856193700703426,0.7923153570494113,1.2
7,0.8569217841801013,0.8061084097979432,1.2
9,0.8565179211427875,0.7902402881298316,1.2
7,0.8598042236163971,0.7809415221890561,1.3
9,0.8591744871004736,0.7653770794744639,1.3
8,0.8614635503063558,0.8251662657146028,1.3
9,0.8604147368411768,0.7760616723267705,1.4
7,0.8597474724336454,0.7606412932641239,1.4
8,0.864013011290497,0.76275595615837,1.4
8,0.8669119965487587,0.7875620105762111,1.5
7,0.8597221166496057,0.7400041888047393,1.5
9,0.8616814139121753,0.7623212030824587,1.5
7,0.859094439291842,0.7250502289347578,1.6
8,0.8684895302689674,0.7639907070292655,1.6
9,0.864077097259067,0.7693976329066615,1.6
7,0.8577928521255808,0.7262691363979306,1.7
8,0.8693865899545793,0.7773260025362653,1.7
9,0.8662904320573526,0.7696955203008344,1.7
7,0.8577094787420392,0.7049289208668329,1.8
8,0.8708692927595347,0.7330577778330314,1.8
9,0.8652019631264272,0.7295839832718916,1.8
