Timestep,KendallTau,MAP,a
8,0.7633682763287785,0.2719966174118972,1.0
9,0.7004195185636136,0.32192341483978654,1.0
10,0.697395799845466,0.29734817057332275,1.0
8,0.7761857600634973,0.371189283291426,1.1
10,0.6413457287932215,0.19062988668251826,1.1
9,0.7030454794887308,0.306892139733103,1.1
9,0.6976713640292513,0.33078695743175884,1.2
8,0.754215574085473,0.26957788551865414,1.2
10,0.6415439500917818,0.18248243648961351,1.2
8,0.7720772367078166,0.28563114594132577,1.3
10,0.6398444513381812,0.18772256672974375,1.3
9,0.6857476790448562,0.30514392584160027,1.3
10,0.6230301438417297,0.19534087213513052,1.4
8,0.7465931088969464,0.27541965220580455,1.4
9,0.7098104848705786,0.3178076015360976,1.4
9,0.6969084011512706,0.2845453507355585,1.5
8,0.7601732891374707,0.2985116168416564,1.5
10,0.6073122579268095,0.18627031527749233,1.5
8,0.7033648002341404,0.26876878094908785,1.6
9,0.6730648840470012,0.2749705980252518,1.6
10,0.6011114929981412,0.18772256672974375,1.6
8,0.6942264837065348,0.24296706419468567,1.7
9,0.6760177971231002,0.2753223959141843,1.7
10,0.5984091935790685,0.18772256672974375,1.7
8,0.6913707597916581,0.23660953283715436,1.8
9,0.664753493753519,0.27585728423816136,1.8
10,0.5976136366932158,0.2829031563635669,1.8
