Timestep,KendallTau,MAP,a
7,0.7953418418463588,0.33182029581687594,1.0
8,0.7638322636353574,0.31371126832055474,1.0
9,0.7831415079639079,0.2965095866949432,1.0
7,0.7933228884099852,0.3224624607982854,1.1
9,0.7898407953306581,0.31177614715994534,1.1
8,0.7647857715706292,0.3159413069788791,1.1
8,0.7639947690440889,0.3147365633276973,1.2
7,0.7924905670869883,0.3155761716405654,1.2
9,0.7998907496517246,0.37930352299221204,1.2
7,0.7871447772531786,0.2944562755263176,1.3
9,0.7917841999513078,0.3005756372973115,1.3
8,0.7683762166337138,0.30762309181321634,1.3
9,0.8050664733851726,0.3857598794541155,1.4
7,0.7919063455568998,0.31237444305495554,1.4
8,0.7718849998007498,0.331872736166769,1.4
8,0.7721726634195941,0.31356420261091544,1.5
7,0.7946432912429877,0.32768777280060984,1.5
9,0.797690486712837,0.29407578545786844,1.5
7,0.7869739855207887,0.2782271779280666,1.6
8,0.7783626828681052,0.3424508723147962,1.6
9,0.8078517072462635,0.3393084969379426,1.6
7,0.7899397731087711,0.27645300790903443,1.7
8,0.7782943645667182,0.32130904636988195,1.7
9,0.8138988083570223,0.343035353573478,1.7
7,0.7909218849499914,0.2999549735927605,1.8
8,0.7750906329000656,0.30907622149992464,1.8
9,0.8035157126800264,0.29250163760055015,1.8
7,0.7934637756204284,0.31340628723432384,1.9
8,0.7786048942956615,0.3150164991780901,1.9
9,0.8137983615108848,0.3374260500146089,1.9
